Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R002842,"Andryszak, John A.", Law Office of John A Andryszak,Ntional Association of Surety Bond Producers,02/27/20-04/30/20
R002850,"Andryszak, John A.", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",12/09/19-10/31/20
R002844,"Andryszak, John A.", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",12/09/19-10/31/20
R002848,"Andryszak, John A.", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",12/09/19-10/31/20
R003610,"Andryszak, John A.", Law Office of John A Andryszak,Reinsurance Association of America,02/12/20-04/30/20
R002849,"Andryszak, John A.", Law Office of John A Andryszak,CSAA Insurance Exchange (AAA),12/09/19-10/31/20
R002847,"Andryszak, John A.", Law Office of John A Andryszak,American International Group,12/09/19-10/31/20
R002764,"Antoine, Joanne ",Common Cause Maryland,Common Cause Maryland,12/02/19-10/31/20
R000823,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/19-10/31/20
R000825,"Appel, Erin ","Capitol Strategies, LLC",Anne Arundel Medical Center,11/01/19-10/31/20
R000831,"Appel, Erin ","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/19-10/31/20
R000833,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/19-10/31/20
R000838,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/19-10/31/20
R000949,"Appel, Erin ","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/19-10/31/20
R001072,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/19-10/31/20
R001367,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/19-10/31/20
R001534,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/19-10/31/20
R003043,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",01/01/20-10/31/20
R000810,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/19-10/31/20
R000828,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/19-10/31/20
R000948,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/19-10/31/20
R001058,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc.",11/01/19-10/31/20
R001546,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/19-10/31/20
R004113,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,09/08/20-10/31/20
R002648,"Appel, Erin ","Capitol Strategies, LLC",Girls Who Code,11/01/19-10/31/20
R000973,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/19-10/31/20
R001086,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/19-10/31/20
R001552,"Appel, Erin ","Capitol Strategies, LLC","Redwood Capital Investments, LLC",11/01/19-10/31/20
R000013,"Appel, Erin ","Capitol Strategies, LLC",Talkspace,11/01/19-10/31/20
R002443,"Appel, Erin ","Capitol Strategies, LLC",LEO Technologies,11/01/19-10/31/20
R000839,"Appel, Erin ","Capitol Strategies, LLC",Compassion and Choices,11/01/19-10/31/20
R001099,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/19-10/31/20
R001101,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/19-10/31/20
R001579,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/19-10/31/20
R002953,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",12/18/19-10/31/20
R000829,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/19-10/31/20
R000830,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/19-10/31/20
R000943,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/19-10/31/20
R000947,"Appel, Erin ","Capitol Strategies, LLC","Verizon/DCI Group AZ, LLC",11/01/19-10/31/20
R000952,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/19-10/31/20
R001068,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/19-10/31/20
R001364,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/19-10/31/20
R001545,"Appel, Erin ","Capitol Strategies, LLC","Northbay Education, Inc.",11/01/19-10/31/20
R001297,"Appling, Mary Anne ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/19-03/20/20
R002772,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,12/02/19-10/31/20
R003663,"Arrington, Michael E",Capitol Connections,Lee's Liquor Store,02/21/20-10/31/20
R003660,"Arrington, Michael E",Capitol Connections,Dispensary Works,02/21/20-10/31/20
R003661,"Arrington, Michael E",Capitol Connections,Tuckers Liquor,02/21/20-10/31/20
R003617,"Arrington, Michael E",Capitol Connections,J &L Towing and Recovery,02/13/20-10/31/20
R003618,"Arrington, Michael E",Capitol Connections,4 Corners Wine and Liquor,02/14/20-10/31/20
R003662,"Arrington, Michael E",Capitol Connections,Automotive Talk Towing and Recovery,02/21/20-10/31/20
R002974,"Ascher, Jason ",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,12/20/19-10/31/20
R002688,"Ashley-Williams, Wandra ","WLA Associates, LLC",Climate XChange,12/01/19-10/31/20
R003127,"Askew, Joseph L.",Verizon,Verizon Communications,01/07/20-10/31/20
R000746,"Atlas, Bob ",Maryland Hospital Association,Maryland Hospital Association,11/01/19-10/31/20
R003376,"Atticks, Kevin ","Grow & Fortify, LLC",Grow & Fortify,01/17/20-10/31/20
R002492,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Hemp Coalition,11/08/19-10/31/20
R003402,"Atticks, Kevin ","Grow & Fortify, LLC",Atwater's,01/23/20-10/31/20
R002489,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/01/19-10/31/20
R002490,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/08/19-10/31/20
R002491,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/08/19-10/31/20
R003332,"B. Stebbins, Dana Brewington",The Cornelius Group,"First Floor, Inc.",01/21/20-04/30/20
R003059,"Bacon, Laura  ",Rifkin Weiner Livingston LLC,Rifkin Weiner Livingston LLC,01/03/20-05/01/20
R001476,"Badgley, Christopher ",N/A,Association of Dental Support Organizations,11/01/19-08/04/20
R001496,"Bagwell, Ashlie ",Harris Jones & Malone,"Gordian Group, The",11/01/19-10/31/20
R001498,"Bagwell, Ashlie ",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/19-10/31/20
R001590,"Bagwell, Ashlie ",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/19-10/31/20
R001593,"Bagwell, Ashlie ",Harris Jones & Malone,National Multiple Sclerosis Society,11/01/19-10/31/20
R003019,"Bagwell, Ashlie ",Harris Jones & Malone,"Reynolds and Reynolds, Inc.",12/27/19-10/31/20
R003956,"Bagwell, Ashlie ",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,06/08/20-10/31/20
R004031,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",07/17/20-10/31/20
R004163,"Bagwell, Ashlie ",Harris Jones & Malone,NonProfit Montgomery/Montgomery Moving Forward,10/06/20-10/31/20
R002207,"Bagwell, Ashlie ",Harris Jones & Malone,"Walmart Stores, Inc.",11/01/19-10/31/20
R002208,"Bagwell, Ashlie ",Harris Jones & Malone,Association of Independent Midwives of Maryland (AIMM),11/01/19-10/31/20
R003021,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,12/27/19-10/31/20
R003622,"Bagwell, Ashlie ",Harris Jones & Malone,Roman Health Ventures Inc.,02/13/20-10/31/20
R003696,"Bagwell, Ashlie ",Harris Jones & Malone,"Smithfield Foods, Inc.",02/26/20-10/31/20
R001596,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/19-10/31/20
R001598,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,11/01/19-12/04/19
R002201,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Dental Hygienists' Association,11/01/19-10/31/20
R002203,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Psychiatric Society,11/01/19-10/31/20
R002209,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Families for Safe Birth,11/01/19-10/31/20
R002280,"Bagwell, Ashlie ",Harris Jones & Malone,Baltimore Gas and Electric Company,11/01/19-10/31/20
R002282,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Restaurant Coalition,11/01/19-10/31/20
R003020,"Bagwell, Ashlie ",Harris Jones & Malone,"Home Depot, Inc., The",12/27/19-10/31/20
R003574,"Bagwell, Ashlie ",Harris Jones & Malone,"Rapid Financial Services, LLC",02/07/20-10/31/20
R004030,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Land Title Association,07/17/20-10/31/20
R004139,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,09/28/20-10/31/20
R004141,"Bagwell, Ashlie ",Harris Jones & Malone,ITINERA Infrastructure & Concessions,09/28/20-10/22/20
R002199,"Bagwell, Ashlie ",Harris Jones & Malone,"Boring Company, The",11/01/19-10/31/20
R002204,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/19-10/31/20
R002205,"Bagwell, Ashlie ",Harris Jones & Malone,Norfolk Southern Corporation,11/01/19-10/31/20
R002294,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/19-10/31/20
R001495,"Bagwell, Ashlie ",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/19-10/31/20
R001499,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/19-10/31/20
R001595,"Bagwell, Ashlie ",Harris Jones & Malone,"Benevis, LLC",11/01/19-10/31/20
R002289,"Bagwell, Ashlie ",Harris Jones & Malone,"HopSkipDrive, Inc.",11/01/19-10/31/20
R002293,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/19-10/31/20
R001497,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/19-10/31/20
R001594,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/19-10/31/20
R001604,"Bagwell, Ashlie ",Harris Jones & Malone,Cerner Corporation,11/01/19-10/31/20
R002819,"Bagwell, Ashlie ",Harris Jones & Malone,Secure-Democracy,12/05/19-10/31/20
R003586,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",02/10/20-10/31/20
R003592,"Bagwell, Ashlie ",Harris Jones & Malone,Samaritan Ministries International,02/11/20-10/31/20
R001494,"Bagwell, Ashlie ",Harris Jones & Malone,Associated Builders & Contractors,11/01/19-10/31/20
R002994,"Bagwell, Ashlie ",Harris Jones & Malone,House of Ruth Maryland,12/27/19-10/31/20
R003560,"Bagwell, Ashlie ",Harris Jones & Malone,"Tesla, Inc.",02/05/20-10/31/20
R003565,"Bagwell, Ashlie ",Harris Jones & Malone,"Sprouts Farmers Market, Inc.",02/07/20-10/31/20
R001636,"Bailey, Angelica ",Maryland Building Industry Association,Maryland Building Industry Association,11/01/19-10/31/20
R003212,"Ballentine, Jr., Thomas  M","National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",01/10/20-10/31/20
R002297,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/19-10/31/20
R003535,"Barkley, Amy M.",Tobacco Free Kids Action Fund,Tobacco-Free Kids Action Fund,02/05/20-10/31/20
R000844,"Barnes, Ron ",Google LLC,Google LLC and its Affiliates,11/01/19-10/31/20
R002670,"Basehart, Sarah ",Independence Now,Independence Now,11/18/19-10/31/20
R001273,"Battisti, Sarah ",NRG Energy,"NRG Energy, Inc.",11/01/19-10/31/20
R002562,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/19-10/31/20
R003807,"Behlke, Max ","Juul Labs, Inc.","Juul Labs, Inc.",03/16/20-06/16/20
R003945,"Belew, David Perry",Maryland Historical Society,Maryland Historical Society,11/01/19-10/31/20
R002877,"Bell, Charles ","Consumer Reports, Inc.","Consumer Reports, Inc.",12/12/19-10/31/20
R000526,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,American Forest & Paper Association,11/01/19-10/31/20
R000537,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Encore Capital Group,11/01/19-10/31/20
R000457,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,ACLU of Maryland,11/01/19-10/31/20
R000530,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,11/01/19-10/31/20
R000544,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland School Psychologists' Association,11/01/19-06/01/20
R000554,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Wine Institute,11/01/19-10/31/20
R003341,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Maryland Theatre for the Performing Arts, Inc. d/b/a The Maryland Conference and Cultural Center",01/20/20-10/30/20
R003530,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Hamilton Associates Limited Partnership,02/04/20-04/06/20
R000310,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Novartis Services, Inc.",11/01/19-05/07/20
R000533,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Dream Management, Inc.",11/01/19-10/31/20
R000547,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Navarro & Wright,11/01/19-10/31/20
R000527,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Avaya, Inc.",11/01/19-10/31/20
R000528,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",11/01/19-10/31/20
R000545,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,MD & DC Credit Union Association,11/01/19-10/30/20
R004047,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Enoch Pratt Free Library,08/01/20-10/31/20
R000539,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Kaiser Permanente,11/01/19-10/31/20
R000540,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Aid,11/01/19-10/31/20
R000550,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Open Society Policy Center,11/01/19-10/31/20
R000553,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Williams Companies, Inc., The",11/01/19-10/31/20
R002972,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,RedSpeed Maryland,01/02/20-03/26/20
R003691,"Bennett, Tyler ","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC",02/26/20-10/31/20
R003716,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,02/28/20-10/31/20
R003795,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,03/10/20-10/31/20
R002463,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/08/19-10/31/20
R003440,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",01/23/20-10/31/20
R002470,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Teradata Government Systems LLC,11/08/19-10/31/20
R002472,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/08/19-10/31/20
R002471,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Vapor Technology Association,11/08/19-10/31/20
R002656,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Health Management Systems, Inc.",11/19/19-10/31/20
R003319,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,01/13/20-10/31/20
R002458,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Avaya, Inc.",11/07/19-10/31/20
R002464,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/08/19-10/31/20
R002465,"Bennett, Tyler ","Compass Government Relations Partners, LLC",McAfee,11/08/19-10/31/20
R002466,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",11/08/19-10/31/20
R002468,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Alliance of Boys & Girls Clubs,11/08/19-10/31/20
R002469,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,11/08/19-10/31/20
R002473,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Preservation Maryland,11/08/19-10/31/20
R001469,"Benoit, Jill ","Holcim (US), Inc. and Aggregate Industries Management, Inc. (AKA LafargeHolcim USA)","Holcim (US), Inc. and Aggregate Industries Management, Inc. (AKA LafargeHolcim USA)",11/01/19-10/31/20
R003409,"Benton, Griffin ",Maryland Builders Industry Association,Maryland Building Industry Association,01/23/20-10/31/20
R001365,"Bereano, Bruce C",Office of Bruce C. Bereano,Anne Arundel County Fair,11/01/19-10/31/20
R001382,"Bereano, Bruce C",Office of Bruce C. Bereano,Cigna Health and Life Insurance Company,11/01/19-10/31/20
R001384,"Bereano, Bruce C",Office of Bruce C. Bereano,City Life Group,11/01/19-10/31/20
R001568,"Bereano, Bruce C",Office of Bruce C. Bereano,MedStar Health,11/01/19-10/31/20
R002698,"Bereano, Bruce C",Office of Bruce C. Bereano,Sunayu,11/01/19-10/31/20
R002886,"Bereano, Bruce C",Office of Bruce C. Bereano,"Douglas Legum Development, Inc.",12/20/19-10/31/20
R004064,"Bereano, Bruce C",Office of Bruce C. Bereano,Carr Properties Partnership,08/10/20-10/31/20
R004136,"Bereano, Bruce C",Office of Bruce C. Bereano,Trims Unlimited LLC,09/29/20-10/31/20
R001635,"Bereano, Bruce C",Office of Bruce C. Bereano,Siena Corporation,11/01/19-10/31/20
R003149,"Bereano, Bruce C",Office of Bruce C. Bereano,RST Development LLC,01/08/20-10/31/20
R001376,"Bereano, Bruce C",Office of Bruce C. Bereano,"BWI Taxi Management, Inc.",11/01/19-10/31/20
R001386,"Bereano, Bruce C",Office of Bruce C. Bereano,"Expedia, Inc.",11/01/19-10/31/20
R001401,"Bereano, Bruce C",Office of Bruce C. Bereano,Global Consulting Services,11/01/19-10/31/20
R001404,"Bereano, Bruce C",Office of Bruce C. Bereano,ITINERA Infrastructure & Concessions,11/01/19-10/31/20
R001504,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Association of Tobacco and Candy Distributors,11/01/19-10/31/20
R001553,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Underground Facilities Damage Prevention Authority,11/01/19-10/31/20
R001580,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts Locating Services, Inc.",11/01/19-10/31/20
R001603,"Bereano, Bruce C",Office of Bruce C. Bereano,Pascal Crisis Stabilization Center,11/01/19-10/31/20
R001609,"Bereano, Bruce C",Office of Bruce C. Bereano,"Prime AE Group, Inc.",11/01/19-10/31/20
R001610,"Bereano, Bruce C",Office of Bruce C. Bereano,Queen Anne's County,11/01/19-10/31/20
R003832,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Rangers Association,04/08/20-10/31/20
R003947,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Professional Firefighters,06/08/20-10/31/20
R002697,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington County Commissioners,11/01/19-10/31/20
R003207,"Bereano, Bruce C",Office of Bruce C. Bereano,"Wexford Health Sources, Inc.",01/10/20-10/31/20
R003886,"Bereano, Bruce C",Office of Bruce C. Bereano,American Suntanning Association,05/21/20-10/31/20
R004118,"Bereano, Bruce C",Office of Bruce C. Bereano,"Digital Management, LLC",09/10/20-10/31/20
R001632,"Bereano, Bruce C",Office of Bruce C. Bereano,Sheltair Aviation,11/01/19-10/31/20
R001646,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington Gas,11/01/19-10/31/20
R001650,"Bereano, Bruce C",Office of Bruce C. Bereano,WIN Family Services,11/01/19-10/31/20
R001371,"Bereano, Bruce C",Office of Bruce C. Bereano,Ashley Addiction Treatment,11/01/19-10/31/20
R001387,"Bereano, Bruce C",Office of Bruce C. Bereano,Fox Valley HOA,11/01/19-10/31/20
R001403,"Bereano, Bruce C",Office of Bruce C. Bereano,HALMAR International,11/01/19-10/31/20
R001458,"Bereano, Bruce C",Office of Bruce C. Bereano,Foundation Development Group,11/01/19-10/31/20
R001503,"Bereano, Bruce C",Office of Bruce C. Bereano,"Licensed Beverage Distributors of Maryland, Inc.",11/01/19-10/31/20
R001505,"Bereano, Bruce C",Office of Bruce C. Bereano,"Martins Caterers, Inc.",11/01/19-10/31/20
R001600,"Bereano, Bruce C",Office of Bruce C. Bereano,"Parsons Transportation Group, Inc.",11/01/19-10/31/20
R001356,"Bereano, Bruce C",Office of Bruce C. Bereano,5400 Holiday Drive LLC,11/01/19-10/31/20
R001361,"Bereano, Bruce C",Office of Bruce C. Bereano,Alliance for Construction Excellence,11/01/19-10/31/20
R001373,"Bereano, Bruce C",Office of Bruce C. Bereano,Bayview Management LLC,11/01/19-10/31/20
R001375,"Bereano, Bruce C",Office of Bruce C. Bereano,Blind Industries & Services of Maryland,11/01/19-10/31/20
R001380,"Bereano, Bruce C",Office of Bruce C. Bereano,"Choice Hotels International, Inc.",11/01/19-10/31/20
R001456,"Bereano, Bruce C",Office of Bruce C. Bereano,"Kane Law Group, The",11/01/19-10/31/20
R001506,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Same Day Messenger Courier Association,11/01/19-10/31/20
R001566,"Bereano, Bruce C",Office of Bruce C. Bereano,Medical Mutual Liability Insurance Society of Maryland,11/01/19-10/31/20
R001569,"Bereano, Bruce C",Office of Bruce C. Bereano,"Mythics, Inc.",11/01/19-10/31/20
R001574,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts, Inc.",11/01/19-10/31/20
R003756,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Wholesale Medical Cannabis Trade Association,03/04/20-10/31/20
R004135,"Bereano, Bruce C",Office of Bruce C. Bereano,Conowingo Systems LLC,09/29/20-10/31/20
R004143,"Bereano, Bruce C",Office of Bruce C. Bereano,"Vendomatic, Inc.",09/30/20-10/31/20
R001363,"Bereano, Bruce C",Office of Bruce C. Bereano,Angarai,11/01/19-10/31/20
R001372,"Bereano, Bruce C",Office of Bruce C. Bereano,Associated Utility Contractors,11/01/19-10/31/20
R001399,"Bereano, Bruce C",Office of Bruce C. Bereano,Fraport USA,11/01/19-10/31/20
R001460,"Bereano, Bruce C",Office of Bruce C. Bereano,LKQ Corporation,11/01/19-10/31/20
R001520,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Self-Storage Association,11/01/19-10/31/20
R001522,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Society of Eye Physicians & Surgeons,11/01/19-10/31/20
R001562,"Bereano, Bruce C",Office of Bruce C. Bereano,"Medical Management and Rehabilitation Services, Inc.",11/01/19-10/31/20
R001573,"Bereano, Bruce C",Office of Bruce C. Bereano,Town of Ocean City,11/01/19-10/31/20
R001613,"Bereano, Bruce C",Office of Bruce C. Bereano,"Responsive Auto Insurance Company, The",11/01/19-10/31/20
R001617,"Bereano, Bruce C",Office of Bruce C. Bereano,"Sagitec Solutions, LLC",11/01/19-10/31/20
R001639,"Bereano, Bruce C",Office of Bruce C. Bereano,TCC Software Solutions,11/01/19-10/31/20
R003831,"Bereano, Bruce C",Office of Bruce C. Bereano,"SAS Institute, Inc.",04/08/20-10/31/20
R003840,"Bereano, Bruce C",Office of Bruce C. Bereano,"Credible Behavioral Health, Inc.",05/01/20-10/31/20
R003948,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Fire Rescue Local 1742,06/08/20-10/31/20
R003959,"Bereano, Bruce C",Office of Bruce C. Bereano,Schulz Development LLC,06/15/20-10/31/20
