Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
LR98310,"Albert, David G.","The Waverly Group, Inc.",Maximus,11/23/16-10/31/17
LR109049,"Albert, David G.","The Waverly Group, Inc.",Splunk,02/10/17-10/31/17
LR96619,"Albert, David G.","The Waverly Group, Inc.",Carahsoft Technology Corp,11/23/16-10/31/17
LR98312,"Albert, David G.","The Waverly Group, Inc.",Kronos,11/23/16-10/31/17
LR98131,"Alborn, Salliann ",Maryland Community Health System,Maryland Community Health System,11/15/16-10/31/17
LR97838,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Everest Investment Advisors,11/01/16-04/30/17
LR97191,"Alexander, Gary R.","Alexander & Cleaver, P.A.","ConAgra Foods, Inc.",11/01/16-10/31/17
LR96319,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Association of Maryland Pilots,11/01/16-10/31/17
LR97202,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Rite Aid Corporation,11/01/16-10/31/17
LR96887,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Doctor's Community Hospital,11/01/16-10/31/17
LR96390,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/16-10/31/17
LR96437,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),11/01/16-10/31/17
LR97231,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/16-10/31/17
LR97247,"Alexander, Gary R.","Alexander & Cleaver, P.A.","PSEG Fossil, LLC",11/01/16-10/31/17
LR96822,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Verizon Maryland Inc.,11/01/16-04/30/17
LR96923,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Federal City Development Partners, LLC.",11/01/16-10/31/17
LR97200,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",11/01/16-10/31/17
LR97222,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Legal Aid Bureau, Inc.",11/01/16-10/31/17
LR97365,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,11/01/16-10/31/17
LR97453,"Alexander, Gary R.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,11/01/16-10/31/17
LR98632,"Alexander, Katie Seton",Maryland Catholic Conference`,"Maryland Catholic Conference, LLC.",01/03/17-10/31/17
LR109279,"Alexander, Gary R.","Alexander & Cleaver, P.A.","NL Industries, Inc ",03/29/17-10/31/17
LR98491,"Alexander & Cleaver, P.A.","Alexander & Cleaver, P.A. ","Alexander & Cleaver, P.A.",12/07/16-10/31/17
LR97914,"Alford, Shannon ",National Rifle Association of America,National Rifle Association of America,11/04/16-10/31/17
LR95638,"Allen, John ",Pepco Holdings,"Pepco Holdings, Inc.",11/01/16-10/31/17
LR96490,"Allen, Misty  ",Baltimore Gas and Electric (BGE),Baltimore Gas and Electric Company,11/01/16-10/31/17
LR109010,"Alston, Bryan ","State Circle Strategies, LLC","Alsco, Inc.",02/06/17-10/31/17
LR109014,"Alston, Bryan ","State Circle Strategies, LLC","OGOS Energy, LLC",02/06/17-10/31/17
LR109140,"Alston, Bryan ","State Circle Strategies, LLC","Compassionate Herbal Alternatives, Inc.",02/23/17-10/31/17
LR109012,"Alston, Bryan ","State Circle Strategies, LLC","WDC Solar, Inc.",02/06/17-10/31/17
LR109013,"Alston, Bryan ","State Circle Strategies, LLC",Bon Secours Community Works,02/06/17-10/31/17
LR109011,"Alston, Bryan ","State Circle Strategies, LLC",GEDCO,02/06/17-10/31/17
LR98137,American Council of Engineering Companies/Maryland,American Council of Engineering Companies/Maryland ,American Council of Engineering Companies/Maryland,11/14/16-10/31/17
LR129421,"Andrews, Erin ","FAIR Fund, Inc.","FAIR Fund, Inc.",06/05/17-10/31/17
LR97907,"Andryszak, John A.", Law Office of John A Andryszak,"CPV Maryland, LLC",11/01/16-10/31/17
LR96130,"Andryszak, John A.", Law Office of John A Andryszak,"American International Group, Inc.",11/01/16-10/31/17
LR96183,"Andryszak, John A.", Law Office of John A Andryszak,National Association of Surety Bond Producers (NASBP),11/01/16-10/31/17
LR96129,"Andryszak, John A.", Law Office of John A Andryszak,ACE American Ins. Company,11/01/16-10/31/17
LR96301,"Andryszak, John A.", Law Office of John A Andryszak,Samaritan House ,11/01/16-10/31/17
LR97463,"Andryszak, John A.", Law Office of John A Andryszak,CSAA Insurance Exchange (AAA),11/01/16-10/31/17
LR96190,"Andryszak, John A.", Law Office of John A Andryszak,Reinsurance Association of America,11/01/16-10/31/17
LR96300,"Andryszak, John A.", Law Office of John A Andryszak,"Travelers Companies, Inc. and subsiduaries",11/01/16-10/31/17
LR96645,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/16-10/31/17
LR96651,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/16-10/31/17
LR96673,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/16-10/31/17
LR96677,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers ,11/01/16-10/31/17
LR96734,"Appel, Erin ","Capitol Strategies, LLC","Media Rights Capital, c.o. Brownstein Hyatt Farber Schreck, LLP",11/01/16-10/31/17
LR96736,"Appel, Erin ","Capitol Strategies, LLC",Spectra Energy,11/01/16-10/31/17
LR97494,"Appel, Erin ","Capitol Strategies, LLC",Wayson's Bingo,11/01/16-10/31/17
LR97613,"Appel, Erin ","Capitol Strategies, LLC",Visit Annapolis,11/01/16-10/31/17
LR97255,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/16-10/31/17
LR108834,"Appel, Erin ","Capitol Strategies, LLC",Biotechnology Innovation Organization (BIO),01/23/17-10/31/17
LR109122,"Appel, Erin ","Capitol Strategies, LLC",Navient,02/21/17-10/31/17
LR98099,"Appel, Erin ","Capitol Strategies, LLC","MGT of America Consulting, LLC",11/11/16-10/31/17
LR98567,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,12/21/16-10/31/17
LR109123,"Appel, Erin ","Capitol Strategies, LLC",Maryland Alliance of Public Charter Schools,02/20/17-10/31/17
LR97280,"Appel, Erin ","Capitol Strategies, LLC",Anne Arundel Medical Center,11/01/16-10/31/17
LR96617,"Appel, Erin ","Capitol Strategies, LLC",American Express Company,11/01/16-10/31/17
LR96627,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc.",11/01/16-10/31/17
LR96653,"Appel, Erin ","Capitol Strategies, LLC","DCI Group AZ, LLC / Verizon",11/01/16-10/31/17
LR96657,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/16-10/31/17
LR96693,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/16-10/31/17
LR96741,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/16-10/31/17
LR96749,"Appel, Erin ","Capitol Strategies, LLC","M. Luis Construction Co., Inc. ",11/01/16-10/31/17
LR139607,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,09/12/17-10/31/17
LR97314,"Appel, Erin ","Capitol Strategies, LLC",Novolex,11/01/16-10/31/17
LR97468,"Appel, Erin ","Capitol Strategies, LLC",CSRA,11/01/16-10/31/17
LR96631,"Appel, Erin ","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/16-10/31/17
LR96723,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/16-10/31/17
LR96730,"Appel, Erin ","Capitol Strategies, LLC",Washington Gas,11/01/16-10/31/17
LR96746,"Appel, Erin ","Capitol Strategies, LLC","MHM Correctional Services, Inc.",11/01/16-10/31/17
LR96739,"Appel, Erin ","Capitol Strategies, LLC",Riverside Health,11/01/16-10/31/17
LR96758,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/16-10/31/17
LR97467,"Appel, Erin ","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/16-10/31/17
LR96642,"Appel, Erin ","Capitol Strategies, LLC",Centurion ,11/01/16-10/31/17
LR96661,"Appel, Erin ","Capitol Strategies, LLC",Delta Dental of Pennsylvania,11/01/16-10/31/17
LR96664,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/16-10/31/17
LR96686,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc. ",11/01/16-10/31/17
LR97495,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Assoc.,11/01/16-10/31/17
LR109071,"Appel, Erin ","Capitol Strategies, LLC",MarylandCAN,02/10/17-10/31/17
LR97767,"Ashley-Williams, Wandra ","WLA Associates, LLC","Maryland Citizens' Health Initiative, Inc.",11/01/16-05/01/17
LR96227,"Askew, Joseph L.",Verizon,Verizon Communications,11/01/16-10/31/17
LR98753,"Aslan, Caryn C.M.",Job Opportunities Task Force,Job Opportunities Task Force,01/03/17-10/31/17
LR98296,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/28/16-10/31/17
LR98298,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/28/16-10/31/17
LR108819,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Horse Council,01/18/17-10/31/17
LR98297,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/28/16-10/31/17
LR98727,"Averella, Ragina Cooper ",AAA Mid-Atlantic,"AAA Mid-Atlantic, Inc.",01/09/17-10/31/17
LR97842,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Verizon Communications,11/01/16-10/31/17
LR97847,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Benevis, LLC",11/01/16-10/31/17
LR97848,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Suburban Maryland Psychiatric Society,11/01/16-08/31/17
LR97849,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Gordian Group, The",11/01/16-10/31/17
LR97853,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Total Wine & More,11/01/16-10/31/17
LR97854,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AIMM (Association of Independent Midwives of Maryland),11/01/16-10/31/17
LR97862,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Baltimore Gas and Electric Company,11/01/16-10/31/17
LR98518,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Drybar Holdings, LLC",12/14/16-10/31/17
LR108898,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",National Multiple Sclerosis Society,01/20/17-10/31/17
LR109271,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Brewers Association of Maryland,03/24/17-10/31/17
LR98419,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Clear Ballot Group, Inc.",12/05/16-10/31/17
LR108901,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Association of Community Services (MACS),01/23/17-10/31/17
LR109300,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","GreenLabs, Inc.",04/03/17-10/31/17
LR97843,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Family Tree, The ",11/01/16-10/31/17
LR97846,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Associated Builders & Contractors ,11/01/16-10/31/17
LR97852,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Riverside Health,11/01/16-10/31/17
LR98034,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Notarize, Inc.",11/07/16-10/31/17
LR98428,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Maryland DC Vending Association, Inc. ",12/05/16-10/31/17
LR109105,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Tesla Motors, Inc.",02/15/17-10/31/17
LR97845,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Multi-Housing Association,11/01/16-10/31/17
LR97850,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","HMR of Maryland, LLC",11/01/16-10/31/17
LR97856,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Harford County Government,11/01/16-10/31/17
LR97858,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",BWI Marshall Merchant Association,11/01/16-10/31/17
LR97859,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Discovery Communications, Inc.",11/01/16-10/31/17
LR97861,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Society of Plastic Surgeons,11/01/16-10/31/17
LR98053,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Beacon Health Options,11/07/16-10/31/17
LR97851,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Jewish Community Relations Council of Greater Washington,11/01/16-10/31/17
LR97855,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Families for Safe Birth,11/01/16-10/31/17
LR97857,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",American Petroleum Institute,11/01/16-10/31/17
LR97863,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Psychiatric Society,11/01/16-10/31/17
LR97971,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Certified Automotive Parts Association (CAPA),11/01/16-05/25/17
LR97844,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Harris Jones & Malone, LLC",11/01/16-10/31/17
LR98418,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Genentech Inc., a Member of the Roche Group",12/05/16-10/31/17
LR108885,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Restaurant Coalition,01/20/17-10/31/17
LR109021,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","NL Industries, Inc ",02/07/17-02/12/17
LR109026,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Joseph Smith & Sons, Inc.",02/07/17-10/31/17
LR109179,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AECOM,02/23/17-10/31/17
LR108847,"Ballentine, Jr , Thomas  M","National Association of Industrial and Office Properties, Maryland",National Association of Industrial & Office Properties (NAIOP),01/19/17-10/31/17
LR98755,"Bamiro, Seanniece A",Job Opportunities Task Force,Job Opportunities Task Force,01/03/17-10/31/17
LR97153,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/16-10/31/17
LR95932,"Banks, Brian D",MGM National Harbor,MGM National Harbor,11/01/16-11/01/16
LR96861,"Barnes, Ron ",Google Inc.,Google Inc.,11/01/16-10/31/17
LR96120,"Baron, Peter P",Maryland Hospital Association,Maryland Hospital Association,11/01/16-06/30/17
LR95627,"Behlke, Robert P.","Choptank Electric Cooperative, Inc.","Choptank Electric Cooperative, Inc",11/01/16-10/31/17
LR98023,"Belisle, David ",TEAMSTERS JOINT COUNCIL NO. 62,Teamsters Joint Council No. 62,11/01/16-10/05/17
LR98278,"Bell, Kate M.",Marijuana Policy Project,Marijuana Policy Project,11/23/16-10/31/17
LR109076,"Bell, Charles ","Consumer Reports, Inc.","Consumer Reports, Inc.",02/15/17-10/31/17
LR96031,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Association of Maryland Pilots,11/01/16-10/31/17
LR96501,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Children's Guild, Inc., The",11/01/16-10/31/17
LR96798,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Dart Container Corporation,11/01/16-10/31/17
LR96878,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Distilled Spirits Council of the U.S.,11/01/16-10/31/17
LR97376,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Out of School Time Network/Safe and Sound Campaign,11/01/16-10/31/17
LR97382,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,11/01/16-10/31/17
LR97160,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Telligen,11/01/16-10/31/17
LR97185,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Kennedy Krieger Institute, The",11/01/16-10/31/17
LR98214,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Peak Harvest Health,11/21/16-10/31/17
LR98586,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",PharmaCare,12/28/16-10/31/17
LR109312,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Real Hip-Hop Network,04/05/17-10/31/17
LR98798,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Bolton Partners,01/13/17-10/31/17
LR97237,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/16-10/31/17
LR97324,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",MD & DC Credit Union Association ,11/01/16-10/31/17
LR97457,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,11/01/16-10/31/17
LR96226,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",American Forest & Paper Association,11/01/16-04/30/17
LR108919,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",American Wood Council,01/26/17-10/31/17
LR108993,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",American Wind Energy Associaiton,02/01/17-10/31/17
LR109275,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","NL Industries, Inc ",03/29/17-10/31/17
LR97288,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Association for Justice,11/01/16-10/31/17
LR96163,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Advanced Medicine Integration Group,11/01/16-10/31/17
LR96435,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),11/01/16-10/31/17
LR96826,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Verizon Maryland Inc.,11/01/16-04/30/17
LR96892,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Donate Life Maryland, Inc.",11/01/16-10/31/17
LR96416,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Brookway, LLC",11/01/16-04/30/17
LR96538,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Compassion and Choices,11/01/16-10/31/17
LR96812,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",DBA International,11/01/16-04/30/17
LR98803,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Everytown for Gun Safety Action Fund,01/13/17-10/31/17
LR109128,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Potomac Valley Home Medical,02/21/17-10/31/17
LR139452,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Botanical Biological Discovery,06/23/17-10/31/17
LR139611,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Teradata,09/13/17-10/31/17
LR97217,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Rite Aid Corporation,11/01/16-10/31/17
LR97218,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Legal Aid Bureau, Inc.",11/01/16-10/31/17
LR96391,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/16-10/31/17
LR96922,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Wawa, Inc.",11/01/16-10/31/17
LR96960,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Twain Financial,11/01/16-10/31/17
LR97167,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",IGT and Its Affiliates,11/01/16-04/30/17
LR97193,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","ConAgra Foods, Inc.",11/01/16-10/31/17
LR97201,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",11/01/16-10/31/17
LR97319,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Alliance of YMCA's,11/01/16-10/31/17
LR97334,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Legal Services Corporation,11/01/16-10/31/17
LR97797,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Speech Language Hearing Association,11/02/16-10/31/17
LR96382,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Best Buddies International, Inc.",11/01/16-10/31/17
LR96503,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Children's Guild, Inc., The",11/01/16-10/31/17
LR96921,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Environmental Quality Resources,11/01/16-04/30/17
LR97321,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Maryland Alliance of YMCA's,11/01/16-10/31/17
LR97073,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","GANTECH, Inc.",11/01/16-10/31/17
LR97182,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Intel Security (formerly McAfee),11/01/16-10/31/17
LR97195,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","ConAgra Foods, Inc.",11/01/16-10/31/17
LR97240,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Ripken Holdings, LLC",11/01/16-10/31/17
LR98583,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",PharmaCare,12/28/16-10/31/17
LR109129,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Potomac Valley Home Medical,02/21/17-10/31/17
LR98213,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Peak Harvest Health,11/21/16-10/31/17
LR97258,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/16-10/31/17
LR97414,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Mylan, Inc.",11/01/16-10/31/17
LR97432,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","National Shooting Sports Foundation, Inc.",11/01/16-04/30/17
LR96171,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Allegany County Animal Shelter Management Foundation,11/01/16-04/30/17
LR96232,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",American Forest & Paper Association,11/01/16-04/30/17
LR96310,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Arista Networks,11/01/16-04/30/17
LR96485,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Chesapeake BaySavers, Inc.",11/01/16-10/31/17
LR98206,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","SecuLore Solutions, LLC",11/17/16-04/30/17
LR98551,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Advanced Medicine Integration Group,12/20/16-10/31/17
LR98800,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Bolton Partners,01/13/17-10/31/17
LR108996,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Telaforce, LLC",02/01/17-10/31/17
LR139453,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Botanical Biological Discovery,06/23/17-10/31/17
LR96932,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Federal City Development Partners, LLC.",11/01/16-10/31/17
LR97300,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Printing & Graphics Association MidAtlantic,11/01/16-10/31/17
LR97399,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Motorola Solutions,11/01/16-10/31/17
LR97433,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","NIC USA, Inc.",11/01/16-10/31/17
LR97460,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,11/01/16-10/31/17
LR96268,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",American Water,11/01/16-10/31/17
LR96442,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),11/01/16-10/31/17
LR96808,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Dart Container Corporation,11/01/16-10/31/17
LR96830,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Verizon Maryland Inc.,11/01/16-04/30/17
LR96398,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/16-10/31/17
LR96414,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Blueline Security Services,11/01/16-10/31/17
LR96809,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Diamond Game Enterprises,11/01/16-10/31/17
LR96895,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Donate Life Maryland, Inc.",11/01/16-10/31/17
LR96896,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Workday,11/01/16-10/31/17
LR96907,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Western MD Scenic Railroad (WMSR),11/01/16-10/31/17
LR96945,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Wawa, Inc.",11/01/16-10/31/17
LR96989,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","JJF Management Services, Inc.",11/01/16-10/31/17
LR97198,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Science Applications International Corporation (SAIC),11/01/16-10/31/17
LR96169,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Aero Service Group,11/01/16-10/31/17
LR96173,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Allegany Museum, Inc.",11/01/16-10/31/17
LR96886,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","DMS Development, LLC.",11/01/16-10/31/17
LR96900,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Enterprise RAC Company of Maryland, LLC",11/01/16-10/31/17
LR97205,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",11/01/16-10/31/17
