Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R006722,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",1199 SEIU,11/20/20-10/31/21
R006719,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.","Arc of Prince George's County, The",11/20/20-10/31/21
R006721,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.","Horizon Foundation of Howard County, Inc., The",11/20/20-10/31/21
R006717,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Hopewell Fund,11/20/20-10/31/21
R006724,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Energy Action Fund,11/20/20-10/31/21
R006725,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Maximus,11/20/20-10/31/21
R005889,"Anderson, LaKeitha ",RAI Services Company,RAI Services Company,11/01/20-12/20/20
R006715,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",City of College Park,11/20/20-10/31/21
R006718,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",11/20/20-10/31/21
R006726,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",New Venture Fund,11/20/20-10/31/21
R007250,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Maryland Workforce Alliance,01/13/21-10/31/21
R005342,"Andryszak, John A.", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",11/01/20-10/31/21
R005345,"Andryszak, John A.", Law Office of John A Andryszak,American International Group,11/01/20-10/31/21
R007549,"Andryszak, John A.", Law Office of John A Andryszak,Ntional Association of Surety Bond Producers,02/26/21-10/31/21
R005324,"Andryszak, John A.", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",11/01/20-10/31/21
R005328,"Andryszak, John A.", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",11/01/20-10/31/21
R006547,"Antoine, Joanne ",Common Cause Maryland,Common Cause Maryland,11/01/20-10/31/21
R007498,"Appel, Erin ","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",02/15/21-10/31/21
R007672,"Appel, Erin ","Capitol Strategies, LLC",Auction.com,03/26/21-10/31/21
R005314,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/20-10/31/21
R005348,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/20-10/31/21
R005521,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/20-10/31/21
R005528,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc.",11/01/20-10/31/21
R005675,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/20-10/31/21
R005846,"Appel, Erin ","Capitol Strategies, LLC",Verizon Communications,11/01/20-10/31/21
R007047,"Appel, Erin ","Capitol Strategies, LLC",Brightview Senior Living,01/06/21-10/31/21
R007831,"Appel, Erin ","Capitol Strategies, LLC",ClassWallet,06/07/21-10/31/21
R007935,"Appel, Erin ","Capitol Strategies, LLC",Knowledge Services,08/05/21-10/31/21
R005312,"Appel, Erin ","Capitol Strategies, LLC",Luminis Health,11/01/20-10/31/21
R005313,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/20-10/31/21
R005354,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/20-10/31/21
R005519,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/20-10/31/21
R005534,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/20-10/31/21
R005315,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/20-10/31/21
R005346,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/20-10/31/21
R005525,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/20-10/31/21
R005536,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/20-10/31/21
R005667,"Appel, Erin ","Capitol Strategies, LLC",Redwood Capital,11/01/20-10/31/21
R005920,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/20-10/31/21
R005226,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/20-10/31/21
R005232,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/20-10/31/21
R005239,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/20-10/31/21
R005357,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/20-10/31/21
R005359,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/20-10/31/21
R005530,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,11/01/20-10/31/21
R005542,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/20-10/31/21
R005547,"Appel, Erin ","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/20-10/31/21
R005842,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/20-10/31/21
R005843,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/20-10/31/21
R006999,"Appel, Erin ","Capitol Strategies, LLC","DoorDash, Inc.",12/31/20-10/31/21
R007600,"Appel, Erin ","Capitol Strategies, LLC",Curriculum Associates LLC,03/08/21-10/31/21
R005350,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/20-10/31/21
R005356,"Appel, Erin ","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/20-10/31/21
R005677,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic c/o Redwood Capital,11/01/20-10/31/21
R005236,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/20-10/31/21
R007580,"Arrington, Michael E",Capitol Connections,Robey Towing and Transportation,03/02/21-10/31/21
R007587,"Arrington, Michael E",Capitol Connections,Indian American Liquor Store Owners of PG County,03/04/21-10/31/21
R007595,"Arrington, Michael E",Capitol Connections,Fast Lane Towing,03/06/21-10/31/21
R007702,"Arrington, Michael E",Capitol Connections,Arcadia Techtronics,04/07/21-10/31/21
R007582,"Arrington, Michael E",Capitol Connections,Evergreen Information Technology Services,03/02/21-10/31/21
R007666,"Arrington, Michael E",Capitol Connections,Avdyne Aeroservices,03/26/21-10/31/21
R007579,"Arrington, Michael E",Capitol Connections,Woodmore Wine and Spirits,03/01/21-10/31/21
R007594,"Arrington, Michael E",Capitol Connections,"Kenny Law Group, LLC",03/04/21-10/31/21
R007615,"Arrington, Michael E",Capitol Connections,Tuskegee Airmen INC.,03/09/21-10/31/21
R006434,"Ascher, Jason ",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,11/01/20-10/31/21
R005605,"Atlas, Bob ",Maryland Hospital Association,Maryland Hospital Association,11/01/20-10/31/21
R006748,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Hemp Coalition,11/25/20-10/31/21
R006741,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/25/20-10/31/21
R006745,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/25/20-10/31/21
R006747,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/25/20-10/31/21
R007390,"Averitt-Sanzone, Rene ",The Parents' Place of MD,"Parents' Place of MD, The",01/28/21-10/31/21
R006129,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,11/01/20-10/31/21
R006138,"Bagwell, Ashlie ",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/20-10/31/21
R006141,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/20-10/31/21
R006145,"Bagwell, Ashlie ",Harris Jones & Malone,Washington Psychiatric Society,11/01/20-10/31/21
R006150,"Bagwell, Ashlie ",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,11/01/20-10/31/21
R006135,"Bagwell, Ashlie ",Harris Jones & Malone,Baltimore Gas and Electric Company,11/01/20-10/31/21
R006136,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/20-10/31/21
R006139,"Bagwell, Ashlie ",Harris Jones & Malone,"Gordian Group, The",11/01/20-10/31/21
R006140,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/20-10/31/21
R006142,"Bagwell, Ashlie ",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/20-10/31/21
R007290,"Bagwell, Ashlie ",Harris Jones & Malone,KPMG LLP,01/15/21-10/31/21
R007992,"Bagwell, Ashlie ",Harris Jones & Malone,"Trulieve Holdings, Inc.",09/08/21-10/31/21
R007546,"Bagwell, Ashlie ",Harris Jones & Malone,"Tesla, Inc.",02/24/21-10/31/21
R006131,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/20-10/31/21
R006134,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",11/01/20-10/31/21
R006143,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,11/01/20-10/31/21
R006130,"Bagwell, Ashlie ",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/20-10/31/21
R006144,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Psychiatric Society,11/01/20-10/31/21
R006148,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/20-10/31/21
R006149,"Bagwell, Ashlie ",Harris Jones & Malone,Visit Baltimore,11/01/20-10/31/21
R007040,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Restaurant Coalition,01/04/21-10/31/21
R007630,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,03/11/21-10/31/21
R007961,"Bagwell, Ashlie ",Harris Jones & Malone,Planned Parenthood of Maryland,08/20/21-10/31/21
R006132,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/20-10/31/21
R006133,"Bagwell, Ashlie ",Harris Jones & Malone,NonProfit Montgomery/Montgomery Moving Forward,11/01/20-10/31/21
R006137,"Bagwell, Ashlie ",Harris Jones & Malone,"Benevis, LLC",11/01/20-10/31/21
R006146,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/20-10/31/21
R006147,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/20-10/31/21
R006771,"Ballentine, Jr., Thomas  M","National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",11/30/20-10/31/21
R006883,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,12/14/20-10/31/21
R004892,"Banks, Brian D",Banks Government Relations,Banks Government Relations,11/01/20-04/30/21
R005318,"Barnes, Ron ",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/20-10/31/21
R007445,"Bassett, Stacy H",College Board,"College Board, The",02/09/21-08/02/21
R004323,"Battisti, Sarah ",NRG Energy,"NRG Energy, Inc.",11/01/20-10/31/21
R005803,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/20-10/31/21
R007361,"Behringer, Charles Andrew",Maryland NORML,Maryland NORML,01/26/21-10/31/21
R006709,"Belew, David Perry",Maryland Historical Society,Maryland Historical Society,11/20/20-10/31/21
R007309,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Encore Capital Group,01/20/21-10/31/21
R007396,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Academy of Audiology,02/01/21-10/31/21
R007401,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Enoch Pratt Free Library,01/29/21-10/31/21
R007402,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Kaiser Permanente,01/29/21-10/31/21
R007817,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Open Society Policy Center,05/25/21-10/31/21
R006873,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"National Association for the Advancement of Colored People- Legal Defense & Educational Fund, Inc.",12/04/20-10/31/21
R006885,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,12/08/20-10/31/21
R006886,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Arc Central Chesapeake Region, The",12/08/20-10/31/21
R007394,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Aid,02/01/21-10/31/21
R007395,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Services Corporation,01/29/21-10/31/21
R007400,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Daily Record, The",02/01/21-10/31/21
R004165,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,American Forest & Paper Association,01/22/21-10/31/21
R007816,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Avaya, Inc.",05/25/21-10/31/21
R007391,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,ACLU of Maryland,02/02/21-10/31/21
R007393,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Wine Institute,01/28/21-10/31/21
R007397,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Williams Companies, Inc., The",01/29/21-10/31/21
R007087,"Bennett, Tyler ","Compass Government Relations Partners, LLC",CVS Health and All Affiliated Subsidiaries,01/08/21-10/31/21
R007604,"Bennett, Tyler ","Compass Government Relations Partners, LLC","JJF Management Services, Inc.",03/04/21-10/31/21
R007690,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,03/29/21-10/31/21
R006537,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Girl Scouts of Central Maryland,11/13/20-10/31/21
R006539,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/13/20-10/31/21
R006532,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Avaya, Inc.",11/13/20-10/31/21
R006548,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Vapor Alliance,11/13/20-10/31/21
R006549,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",11/13/20-10/31/21
R007489,"Bennett, Tyler ","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",02/12/21-10/31/21
R007781,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Transit Wireless, LLC",05/18/21-10/31/21
R007995,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Navitas Business Consulting,09/09/21-10/31/21
R006533,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,11/13/20-10/31/21
R006536,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Health Management Systems, Inc.",11/13/20-10/31/21
R006538,"Bennett, Tyler ","Compass Government Relations Partners, LLC",In State Partners,11/13/20-10/31/21
R006541,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/13/20-10/31/21
R006553,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/13/20-10/31/21
R006534,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Enterprise RAC Company of Maryland LLC,11/13/20-10/31/21
R006535,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",11/13/20-10/31/21
R006540,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Alliance of Boys & Girls Clubs,11/13/20-10/31/21
R006542,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",11/13/20-10/31/21
R006550,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Printing and Graphics Association MidAtlantic,11/13/20-10/31/21
R006551,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Teradata Government Systems LLC,11/13/20-10/31/21
R006552,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Workday,11/13/20-10/31/21
R007490,"Bennett, Tyler ","Compass Government Relations Partners, LLC","20/20 GeneSystems, Inc.",03/02/21-10/31/21
R007584,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Preservation Maryland,03/01/21-10/31/21
R006543,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,11/13/20-10/31/21
R005373,"Benoit, Jill ","Holcim (US), Inc. and Aggregate Industries Management, Inc. (AKA LafargeHolcim USA)","Holcim (US) Inc., Aggregate Industries Mgmt., Inc. and Firestone Bldg. Products (a/k/a LafargeHolcim USA)",11/01/20-10/31/21
R007196,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Court Reporters Association,01/15/21-10/31/21
R007832,"Bereano, Bruce C",Office of Bruce C. Bereano,Nicole Gasper,06/09/21-10/31/21
R006353,"Bereano, Bruce C",Office of Bruce C. Bereano,City Life Group,11/01/20-10/31/21
R006354,"Bereano, Bruce C",Office of Bruce C. Bereano,Conowingo Systems LLC,11/01/20-10/31/21
R006386,"Bereano, Bruce C",Office of Bruce C. Bereano,"Licensed Beverage Distributors of Maryland, Inc.",11/01/20-10/31/21
R006392,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Same Day Messenger Courier Association,11/01/20-10/31/21
R006394,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Self-Storage Association,11/01/20-10/31/21
R006398,"Bereano, Bruce C",Office of Bruce C. Bereano,Medical Mutual Liability Insurance Society of Maryland,11/01/20-10/31/21
R006399,"Bereano, Bruce C",Office of Bruce C. Bereano,"Mythics, Inc.",11/01/20-10/31/21
R006404,"Bereano, Bruce C",Office of Bruce C. Bereano,Pascal Crisis Stabilization Center,11/01/20-10/31/21
R006424,"Bereano, Bruce C",Office of Bruce C. Bereano,"Wexford Health Sources, Inc.",11/01/20-10/31/21
R006620,"Bereano, Bruce C",Office of Bruce C. Bereano,ServBeyond Solutions LLC,11/17/20-10/31/21
R006304,"Bereano, Bruce C",Office of Bruce C. Bereano,5400 Holiday Drive LLC,11/01/20-10/31/21
R006309,"Bereano, Bruce C",Office of Bruce C. Bereano,"Amuse-o-matic, Inc.",11/01/20-10/31/21
R006347,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Fire Rescue Local 1742,11/01/20-10/31/21
R006357,"Bereano, Bruce C",Office of Bruce C. Bereano,"Digital Management, LLC",11/01/20-10/31/21
R006374,"Bereano, Bruce C",Office of Bruce C. Bereano,Global Consulting Services,11/01/20-10/31/21
R006379,"Bereano, Bruce C",Office of Bruce C. Bereano,ITINERA Infrastructure & Concessions,11/01/20-10/31/21
R006387,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Association of Tobacco and Candy Distributors,11/01/20-10/31/21
R006391,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Rangers Association,11/01/20-10/31/21
R006395,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Society of Eye Physicians & Surgeons,11/01/20-10/31/21
R006396,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Underground Facilities Damage Prevention Authority,11/01/20-10/31/21
R006397,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Wholesale Medical Cannabis Trade Association,11/01/20-10/31/21
R006401,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts, Inc.",11/01/20-10/31/21
R006408,"Bereano, Bruce C",Office of Bruce C. Bereano,Sunayu,11/01/20-10/31/21
R006410,"Bereano, Bruce C",Office of Bruce C. Bereano,Trims Unlimited LLC,11/01/20-10/31/21
R006411,"Bereano, Bruce C",Office of Bruce C. Bereano,"Vendomatic, Inc.",11/01/20-10/31/21
R006425,"Bereano, Bruce C",Office of Bruce C. Bereano,WIN Family Services,11/01/20-10/31/21
R007022,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington Gas,01/04/21-10/31/21
R007705,"Bereano, Bruce C",Office of Bruce C. Bereano,Reginald F. Lewis Museum of Maryland African American History & Culture,04/12/21-10/31/21
R007417,"Bereano, Bruce C",Office of Bruce C. Bereano,"Choice Hotels International, Inc.",02/04/21-10/31/21
R007963,"Bereano, Bruce C",Office of Bruce C. Bereano,"David S. Brown Enterprises, Ltd.",08/20/21-10/31/21
R008000,"Bereano, Bruce C",Office of Bruce C. Bereano,Enovational Corporation,09/14/21-10/31/21
R006314,"Bereano, Bruce C",Office of Bruce C. Bereano,Anne Arundel County Fair,11/01/20-10/31/21
R006316,"Bereano, Bruce C",Office of Bruce C. Bereano,Ashley Addiction Treatment,11/01/20-10/31/21
R006318,"Bereano, Bruce C",Office of Bruce C. Bereano,Associated Utility Contractors,11/01/20-10/31/21
R006343,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Professional Firefighters,11/01/20-10/31/21
R006349,"Bereano, Bruce C",Office of Bruce C. Bereano,"BWI Taxi Management, Inc.",11/01/20-10/31/21
R006365,"Bereano, Bruce C",Office of Bruce C. Bereano,Fox Valley HOA,11/01/20-10/31/21
R006369,"Bereano, Bruce C",Office of Bruce C. Bereano,"FRAPORT Maryland, Inc.",11/01/20-10/31/21
R006405,"Bereano, Bruce C",Office of Bruce C. Bereano,Queen Anne's County,11/01/20-10/31/21
R006406,"Bereano, Bruce C",Office of Bruce C. Bereano,"Sagitec Solutions, LLC",11/01/20-10/31/21
R006423,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington County Commissioners,11/01/20-10/31/21
R006307,"Bereano, Bruce C",Office of Bruce C. Bereano,Alliance for Construction Excellence,11/01/20-10/31/21
R006320,"Bereano, Bruce C",Office of Bruce C. Bereano,Blind Industries & Services of Maryland,11/01/20-10/31/21
R006351,"Bereano, Bruce C",Office of Bruce C. Bereano,Carr Properties Partnership,11/01/20-10/31/21
R006361,"Bereano, Bruce C",Office of Bruce C. Bereano,"Expedia, Inc.",11/01/20-10/31/21
R006377,"Bereano, Bruce C",Office of Bruce C. Bereano,HALMAR International,11/01/20-10/31/21
R006382,"Bereano, Bruce C",Office of Bruce C. Bereano,LKQ Corporation,11/01/20-10/31/21
R006400,"Bereano, Bruce C",Office of Bruce C. Bereano,Town of Ocean City,11/01/20-10/31/21
R006407,"Bereano, Bruce C",Office of Bruce C. Bereano,"SAS Institute, Inc.",11/01/20-10/31/21
R006409,"Bereano, Bruce C",Office of Bruce C. Bereano,TCC Software Solutions,11/01/20-10/31/21
R006413,"Bereano, Bruce C",Office of Bruce C. Bereano,Vicinity Energy,11/01/20-10/31/21
R007029,"Bereano, Bruce C",Office of Bruce C. Bereano,"Douglas Legum Development, Inc.",01/05/21-10/31/21
R007792,"Bereano, Bruce C",Office of Bruce C. Bereano,Charles Partners LLC,05/24/21-10/31/21
R007939,"Bereano, Bruce C",Office of Bruce C. Bereano,Kingdom Global Community Development Corporation,08/10/21-10/31/21
R007305,"Bereano, Bruce C",Office of Bruce C. Bereano,Prince George's Licensed Beverage Stores Association,01/22/21-10/31/21
R007511,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Alcoholic Beverage Delivery Association,02/18/21-10/31/21
R007780,"Bereano, Bruce C",Office of Bruce C. Bereano,"Medical Management and Rehabilitation Services, Inc.",05/17/21-10/31/21
R007846,"Bereano, Bruce C",Office of Bruce C. Bereano,Greater Baltimore Urban League,06/25/21-10/31/21
R007951,"Bereano, Bruce C",Office of Bruce C. Bereano,Werrlein Properties,08/16/21-10/31/21
R006362,"Bereano, Bruce C",Office of Bruce C. Bereano,Foundation Development Group,11/01/20-10/31/21
R006389,"Bereano, Bruce C",Office of Bruce C. Bereano,"Martins Caterers, Inc.",11/01/20-10/31/21
R006402,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts Locating Services, Inc.",11/01/20-10/31/21
R006403,"Bereano, Bruce C",Office of Bruce C. Bereano,"Parsons Transportation Group, Inc.",11/01/20-10/31/21
R006311,"Bereano, Bruce C",Office of Bruce C. Bereano,Angarai,11/01/20-10/31/21
R005247,"Beugelmans, David W.",Gordon Feinblatt LLC,Maryland Energy Group,11/01/20-10/31/21
R007627,"Beugelmans, David W.",Gordon Feinblatt LLC,Calpine Energy Solutions LLC,03/15/21-10/31/21
R005230,"Beugelmans, David W.",Gordon Feinblatt LLC,Open Road Renewables,11/01/20-10/31/21
R005255,"Beugelmans, David W.",Gordon Feinblatt LLC,Maryland Industrial Technology Alliance,11/01/20-10/31/21
R006688,"Bevan-Dangel, Jennifer ",The Humane Society of the United States,Humane Society of the United States,11/01/20-10/31/21
R007327,"Bhatt, Manthan ",Advanced Medical Technology Association (AdvaMed),Advanced Medical Technology Association (AdvaMed),01/25/21-09/10/21
R007180,"Binetti, Rick ","Laborers' International Union of North America, Baltimore/Washington Construction & Public Employees Laborers' District Council ","Laborers' International Union of North America, Baltimore/Washington Construction & Public Employees Laborers' District Council",01/14/21-04/15/21
