Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
LR146058,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Motorola Solutions,11/01/18-10/31/19
LR145793,"Alexander & Cleaver, P.A.","Alexander & Cleaver, P.A. ","Alexander & Cleaver, P.A.",11/01/18-10/31/19
LR145606,"Allen, Misty  ",Baltimore Gas and Electric (BGE),Baltimore Gas and Electric Company,11/01/18-04/30/19
LR146560,"Allen, John ",N/A,"Pepco Holdings, Inc.",11/29/18-10/31/19
LR145295,"Allston, Katie ",Marian House,Marian House,11/01/18-10/31/19
LR147277,"Alston, Bryan ","State Circle Strategies, LLC",GEDCO,01/28/19-10/31/19
LR147370,"Alston, Bryan ","State Circle Strategies, LLC","TicketNetwork, Inc.",02/05/19-10/31/19
LR146516,"Alston, Bryan ","State Circle Strategies, LLC","State Circle Strategies, LLC",11/28/18-10/31/19
LR147278,"Alston, Bryan ","State Circle Strategies, LLC","Compassionate Herbal Alternatives, Inc.",01/28/19-10/31/19
LR147280,"Alston, Bryan ","State Circle Strategies, LLC",Bon Secours of Maryland Foundation,01/28/19-10/31/19
LR147281,"Alston, Bryan ","State Circle Strategies, LLC","Maryland Grown Medicine, LLC",01/28/19-10/31/19
LR147276,"Alston, Bryan ","State Circle Strategies, LLC","Alsco, Inc.",01/28/19-10/31/19
LR147279,"Alston, Bryan ","State Circle Strategies, LLC","OGOS Energy, LLC",01/28/19-10/31/19
LR144793,"Altema, Irnande ",Mental Health Association of Maryland,Mental Health Association of Maryland,11/01/18-10/31/19
LR146905,"Amanuel, Yanet ",Job Opportunities Task Force,Job Opportunities Task Force,01/09/19-04/10/19
LR145229,"Amster, Molly ",Jews United for Justice,Jews United for Justice,01/10/19-10/31/19
LR143700,"Anas, George Konstintine",Dominion Energy,Dominion Energy,11/01/18-10/31/19
LR146674,"Andrews, Erin ","FAIR Fund, Inc.","FAIR Fund, Inc.",12/10/18-10/31/19
LR146244,"Andryszak, John A.", Law Office of John A Andryszak,"Sea Hunter Therapeutics, LLC",11/01/18-10/31/19
LR146245,"Andryszak, John A.", Law Office of John A Andryszak,"Travelers Companies, Inc. and subsiduaries",11/01/18-10/31/19
LR146228,"Andryszak, John A.", Law Office of John A Andryszak,"American International Group, Inc.",11/01/18-10/31/19
LR146087,"Andryszak, John A.", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",11/01/18-10/31/19
LR146238,"Andryszak, John A.", Law Office of John A Andryszak,CSAA Insurance Exchange (AAA),11/01/18-10/31/19
LR146231,"Andryszak, John A.", Law Office of John A Andryszak,"Chubb & Son, A Division of Federal Insurance Company (formerly ACE American Ins. Co.)",11/01/18-10/31/19
LR146772,"Antoine, Joanne ",Common Cause Maryland,Common Cause Maryland,01/02/19-04/30/19
LR145337,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc.",11/01/18-10/31/19
LR145351,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/18-10/31/19
LR145485,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc. ",11/01/18-10/31/19
LR145487,"Appel, Erin ","Capitol Strategies, LLC","Media Rights Capital, c.o. Brownstein Hyatt Farber Schreck, LLP",11/01/18-10/31/19
LR145488,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/18-10/31/19
LR145495,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/18-10/31/19
LR147412,"Appel, Erin ","Capitol Strategies, LLC",Student Loan Servicing Alliance,02/11/19-10/31/19
LR147455,"Appel, Erin ","Capitol Strategies, LLC","Strategic Education, Inc.",02/19/19-10/31/19
LR147611,"Appel, Erin ","Capitol Strategies, LLC","Victims Policy Institute, The ",03/22/19-10/31/19
LR145334,"Appel, Erin ","Capitol Strategies, LLC",American Express Company,11/01/18-10/31/19
LR145338,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/18-10/31/19
LR145346,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/18-10/31/19
LR145350,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/18-10/31/19
LR145484,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers ,11/01/18-10/31/19
LR145486,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Assoc.,11/01/18-10/31/19
LR145489,"Appel, Erin ","Capitol Strategies, LLC","MHM Correctional Services, Inc.",11/01/18-10/31/19
LR145506,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/18-10/31/19
LR145341,"Appel, Erin ","Capitol Strategies, LLC",Centurion ,11/01/18-10/31/19
LR145344,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/18-10/31/19
LR145345,"Appel, Erin ","Capitol Strategies, LLC","DCI Group AZ, LLC / Verizon",11/01/18-10/31/19
LR145349,"Appel, Erin ","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/18-10/31/19
LR145491,"Appel, Erin ","Capitol Strategies, LLC",Navient,11/01/18-10/31/19
LR145493,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/18-10/31/19
LR145496,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/18-10/31/19
LR145497,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/18-10/31/19
LR145340,"Appel, Erin ","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/18-10/31/19
LR145342,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/18-10/31/19
LR145348,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/18-10/31/19
LR145490,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/18-10/31/19
LR145494,"Appel, Erin ","Capitol Strategies, LLC",Spectra Energy,11/01/18-10/31/19
LR145498,"Appel, Erin ","Capitol Strategies, LLC",Washington Gas,11/01/18-10/31/19
LR145741,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/18-10/31/19
LR147615,"Appel, Erin ","Capitol Strategies, LLC",Compassion and Choices,03/20/19-10/31/19
LR145335,"Appel, Erin ","Capitol Strategies, LLC",Anne Arundel Medical Center,11/01/18-10/31/19
LR145336,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/18-10/31/19
LR145347,"Appel, Erin ","Capitol Strategies, LLC",Delta Dental,11/01/18-10/31/19
LR145492,"Appel, Erin ","Capitol Strategies, LLC",Riverside Health,11/01/18-10/31/19
LR145574,"Appel, Erin ","Capitol Strategies, LLC",1st Alliance Lending,11/01/18-10/31/19
LR145254,"Appling, Mary Anne","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",11/01/18-10/31/19
LR146402,"Ascher, Jason ",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,12/01/18-10/31/19
LR145281,"Askew, Joseph L.",Verizon,Verizon Communications,11/01/18-10/31/19
LR145144,"Atlas, Bob ",Maryland Hospital Association,Maryland Hospital Association,11/01/18-10/31/19
LR144547,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/01/18-10/31/19
LR146289,"Atticks, Kevin ","Grow & Fortify, LLC","Grow & Fortify, LLC",11/13/18-10/31/19
LR144545,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/01/18-10/31/19
LR144546,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/01/18-10/31/19
LR146559,"Averella, Ragina Cooper ",AAA Mid-Atlantic,"AAA Mid-Atlantic, Inc.",01/09/19-10/31/19
LR147576,"Badgley, Christopher ",N/A,Association of Dental Support Organizations,03/13/19-10/31/19
LR147315,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Joseph Smith & Sons, Inc.",02/04/19-04/30/19
LR147523,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",McDonald's Corporation,03/04/19-10/31/19
LR144519,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AECOM,11/01/18-10/31/19
LR144520,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AIMM (Association of Independent Midwives of Maryland),11/01/18-10/31/19
LR144560,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Benevis, LLC",11/01/18-10/31/19
LR144563,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Family Tree, The ",11/01/18-10/31/19
LR146864,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Dental Hygienists' Association,01/02/19-10/31/19
LR145648,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Chiropractic Association,11/01/18-10/31/19
LR144554,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Baltimore Gas and Electric Company,11/01/18-10/31/19
LR144555,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Baltimore Industrial Group,11/01/18-10/31/19
LR144569,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Families for Safe Birth,11/01/18-10/31/19
LR144572,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Psychiatric Society,11/01/18-10/31/19
LR144576,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Verizon Communications,11/01/18-10/31/19
LR144580,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Harris Jones & Malone, LLC",11/01/18-10/31/19
LR147623,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Tesla, Inc.",03/21/19-10/31/19
LR145645,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Gordian Group, The",11/01/18-10/31/19
LR145646,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Medical Dispensary Association,11/01/18-10/31/19
LR145660,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Mariner Finance,11/01/18-10/31/19
LR146685,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Norfolk Southern Corporation,12/11/18-10/31/19
LR146833,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Greater Baltimore Committee,01/01/19-10/31/19
LR144559,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Beltway Fine Wine,11/01/18-10/31/19
LR144566,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Genentech Inc., a Member of the Roche Group",11/01/18-10/31/19
LR144574,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",National Multiple Sclerosis Society,11/01/18-10/31/19
LR146839,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","P3 Group, The",01/01/19-04/30/19
LR144540,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Associated Builders & Contractors ,11/01/18-10/31/19
LR144562,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Cerner Corporation,11/01/18-10/31/19
LR144564,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","HMR of Maryland, LLC",11/01/18-10/31/19
LR144567,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Maryland DC Vending Association, Inc. ",11/01/18-10/31/19
LR144577,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",War Horse,11/01/18-04/23/19
LR144558,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Beacon Health Options,11/01/18-07/11/19
LR144561,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Boring Company, The ",11/01/18-10/31/19
LR144565,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Jewish Community Relations Council of Greater Washington,11/01/18-10/31/19
LR144571,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Multi-Housing Association,11/01/18-10/31/19
LR144575,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Turo, Inc.",11/01/18-10/31/19
LR144579,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Wal-Mart Stores, Inc.",11/01/18-10/31/19
LR146697,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Restaurant Coalition,12/11/18-10/31/19
LR146832,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Johns Hopkins Institutions,01/01/19-10/31/19
LR147176,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Health Facilities Association of Maryland,02/01/19-10/31/19
LR145642,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Coalition to Share Maynadier Creek,11/01/18-10/31/19
LR147316,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Sail Baltimore,02/04/19-07/11/19
LR146952,"Bailey, Angelica ",Maryland Building Industry Association,Maryland Building Industry Association,01/09/19-10/31/19
LR147372,"Ballentine, Jr., Thomas  M","National Association of Industrial and Office Properties, Maryland",National Association of Industrial & Office Properties (NAIOP),02/04/19-10/31/19
LR147738,Baltimore Child Abuse Center,Baltimore Child Abuse Center ,Baltimore Child Abuse Center,11/01/18-10/31/19
LR145751,"Barnes, Ron ",Google LLC,Google LLC,11/01/18-10/31/19
LR144175,"Barrack, Stacey ","Howard Consulting Group, Inc.",Pharmaceutical Research & Manufacturers of America,11/01/18-11/06/18
LR143992,"Basehart, Sarah ",Independence Now,Independence Now,11/01/18-10/31/19
LR147957,"Battisti, Sarah ",NRG Energy,"NRG Energy, Inc.",07/08/19-10/31/19
LR143927,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/18-10/31/19
LR146172,"Bauer, Danielle Marie","Thompson Ag Consulting, LLC",Maryland Grain Producers Association,02/11/19-10/31/19
LR147435,"Belew, David Perry",Maryland Historical Society,Maryland Historical Society,03/22/19-10/31/19
LR146556,"Bell, Charles ","Consumer Reports, Inc.","Consumer Reports, Inc.",11/26/18-10/31/19
LR146236,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Dart Container Corporation,11/12/18-10/31/19
LR146288,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Navarro & Wright,11/13/18-10/31/19
LR146311,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Maryland Legal Services Corporation,11/14/18-10/31/19
LR146223,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",American Forest & Paper Association,11/12/18-10/31/19
LR146239,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","DisposeRX, Inc.",11/12/18-10/31/19
LR146280,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Alternative Medicine Integration Group,11/13/18-10/31/19
LR146281,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Open Society Policy Center,11/14/18-11/14/18
LR146284,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Kaiser Permanente,11/13/18-10/31/19
LR146575,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","Bellamy Genn Group, LLC",11/30/18-10/31/19
LR144651,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Everytown for Gun Safety Action Fund,11/01/18-10/31/19
LR146225,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","Avaya, Inc.",11/12/18-10/31/19
LR146229,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",MD & DC Credit Union Association ,11/12/18-10/31/19
LR146283,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Encore Capital Group,11/13/18-10/31/19
LR146317,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Wine Institute,11/14/18-10/31/19
LR146842,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Maryland School Psychologists' Association,12/26/18-10/31/19
LR146222,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","Cybersecurity Association of Maryland, Inc.",11/12/18-10/31/19
LR146282,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","Dream Management, Inc.",11/13/18-10/31/19
LR146286,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Maryland Legal Aid,11/13/18-10/31/19
LR147564,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",ACLU of Maryland,03/08/19-09/30/19
LR147907,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","Williams Companies, Inc., The",06/05/19-10/31/19
LR146314,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Telligen,11/14/18-10/31/19
LR146320,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC","TicketNetwork, Inc.",11/14/18-02/11/19
LR147892,"Bellamy, Lorenzo ","Bellamy Genn Group, LLC",Executive Alliance,01/25/19-04/30/19
LR147306,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Association for Justice,02/01/19-10/31/19
LR147320,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Chesapeake BaySavers, Inc.",02/04/19-10/31/19
LR147322,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",02/04/19-10/31/19
LR147332,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Ethical Cannabis Association,02/04/19-10/31/19
LR147975,"Bennett, Tyler ","Compass Government Relations Partners, LLC",McAfee ,07/18/19-10/31/19
LR147321,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Vapor Technology Association,02/04/19-10/31/19
LR147335,"Bennett, Tyler ","Compass Government Relations Partners, LLC","20/20 Gene Systems, Inc.",02/04/19-10/31/19
LR147494,"Bennett, Tyler ","Compass Government Relations Partners, LLC",InState Partners,02/28/19-10/31/19
LR147319,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Avaya, Inc.",02/04/19-10/31/19
LR146655,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Teradata,12/06/18-04/30/19
LR146918,"Bennett, Tyler ","Compass Government Relations Partners, LLC","TransparentBusiness, Inc.",01/04/19-04/30/19
LR147496,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin Corporation,02/28/19-10/31/19
LR146924,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,01/04/19-04/30/19
LR147305,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Alliance of Boys & Girls Clubs,02/01/19-10/31/19
LR147310,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",02/04/19-10/31/19
LR146678,"Bensimon, Rachel ",Planned Parenthood Action Fund,Planned Parenthood Action Fund,12/11/18-12/31/18
LR146196,"Bereano, Bruce C",Bruce Bereano,Associated Utility Contractors,11/01/18-10/31/19
LR146345,"Bereano, Bruce C",Bruce Bereano,"Anne Arundel County Fair, Inc.",11/05/18-10/31/19
LR146351,"Bereano, Bruce C",Bruce Bereano,Global Consulting Services,11/05/18-10/31/19
LR146354,"Bereano, Bruce C",Bruce Bereano,"LKQ/Keystone Automotive Industries, Inc.",11/05/18-10/31/19
LR146355,"Bereano, Bruce C",Bruce Bereano,"Maryland Same Day Messenger Courier Association, Inc. ",11/05/18-10/31/19
LR146809,"Bereano, Bruce C",Bruce Bereano,Carsins Run,12/15/18-10/31/19
LR147249,"Bereano, Bruce C",Bruce Bereano,Brad Kline,01/22/19-10/31/19
LR145382,"Bereano, Bruce C",Bruce Bereano,"Wexford Health Sources, Inc.",11/01/18-10/31/19
LR145383,"Bereano, Bruce C",Bruce Bereano,TCC Software Solutions,11/01/18-10/31/19
LR145386,"Bereano, Bruce C",Bruce Bereano,Queen Anne's County,11/01/18-10/31/19
LR145392,"Bereano, Bruce C",Bruce Bereano,Medical Mutual Liability Insurance Society of Maryland (Medical Mutual),11/01/18-10/31/19
LR145397,"Bereano, Bruce C",Bruce Bereano,Fears Nachawati Law Firm,11/01/18-10/31/19
LR145403,"Bereano, Bruce C",Bruce Bereano,"Expedia, Inc.",11/01/18-10/31/19
LR145419,"Bereano, Bruce C",Bruce Bereano,Ashley Addiction Treatment,11/01/18-10/31/19
LR147604,"Bereano, Bruce C",Bruce Bereano,Home Paramount Pest Control Companies,03/19/19-10/31/19
LR147624,"Bereano, Bruce C",Bruce Bereano,BMW of Towson,03/26/19-10/31/19
LR147625,"Bereano, Bruce C",Bruce Bereano,Maryland Tax Sale Participants Association,03/26/19-10/31/19
LR147799,"Bereano, Bruce C",Bruce Bereano,"Responsive Auto Insurance Company, The",05/17/19-10/31/19
LR147997,"Bereano, Bruce C",Bruce Bereano,HALMAR International,08/01/19-10/31/19
LR147382,"Bereano, Bruce C",Bruce Bereano,Rooted Therapeutics,02/08/19-10/31/19
LR147998,"Bereano, Bruce C",Bruce Bereano,Foundation Development Group,08/01/19-10/31/19
LR146350,"Bereano, Bruce C",Bruce Bereano,Fox Valley HOA,11/05/18-10/31/19
LR145384,"Bereano, Bruce C",Bruce Bereano,Sheltair Aviation,11/01/18-10/31/19
LR145401,"Bereano, Bruce C",Bruce Bereano,Staffing Etc.,11/01/18-10/31/19
LR145411,"Bereano, Bruce C",Bruce Bereano,"East Baltimore Enterprise, Inc.",11/01/18-10/31/19
LR145420,"Bereano, Bruce C",Bruce Bereano,Alliance for Construction Excellence,11/01/18-10/31/19
LR147599,"Bereano, Bruce C",Bruce Bereano,"Woda Group, LLC., The",03/17/19-10/31/19
LR147641,"Bereano, Bruce C",Bruce Bereano,"Choice Hotels International, Inc.",04/01/19-10/31/19
LR147996,"Bereano, Bruce C",Bruce Bereano,ITINERA Infrastructure & Concessions,08/01/19-10/31/19
LR145375,"Bereano, Bruce C",Bruce Bereano,City Life Group,11/01/18-10/31/19
LR145388,"Bereano, Bruce C",Bruce Bereano,"Prime AE Group, Inc.",11/01/18-10/31/19
LR145394,"Bereano, Bruce C",Bruce Bereano,"Medical Management and Rehabilitation Services, Inc.",11/01/18-10/31/19
LR145395,"Bereano, Bruce C",Bruce Bereano,"Martins Caterers, Inc.",11/01/18-10/31/19
LR145400,"Bereano, Bruce C",Bruce Bereano,"Kane Law Group, The",11/01/18-10/31/19
LR145417,"Bereano, Bruce C",Bruce Bereano,"Bayview Management, LLC",11/01/18-10/31/19
LR146194,"Bereano, Bruce C",Bruce Bereano,"5400 Holiday Drive, LLC",11/01/18-10/31/19
LR146347,"Bereano, Bruce C",Bruce Bereano,ANGARAI International,11/05/18-10/31/19
LR146348,"Bereano, Bruce C",Bruce Bereano,Cigna Health and Life Insurance Company,11/05/18-10/31/19
LR146356,"Bereano, Bruce C",Bruce Bereano,"Maryland Self Storage Association, Inc.",11/05/18-10/31/19
LR146416,"Bereano, Bruce C",Bruce Bereano,"Fraport Maryland, Inc",11/15/18-10/31/19
LR147223,"Bereano, Bruce C",Bruce Bereano,Doug Legum Development ,01/15/19-10/31/19
LR147274,"Bereano, Bruce C",Bruce Bereano,Northgate Environmental Management,01/28/19-10/31/19
LR146195,"Bereano, Bruce C",Bruce Bereano,"Hapa, Inc dba Jourve",11/01/18-10/31/19
LR146353,"Bereano, Bruce C",Bruce Bereano,"Licensed Beverage Distributors of Maryland, Inc.",11/05/18-10/31/19
LR146855,"Bereano, Bruce C",Bruce Bereano,Washington County Commissioners,12/24/18-10/31/19
LR147248,"Bereano, Bruce C",Bruce Bereano,"BWI Taxi Management, Inc. ",01/21/19-10/31/19
LR145390,"Bereano, Bruce C",Bruce Bereano,"MYTHICS, INC.",11/01/18-10/31/19
LR145391,"Bereano, Bruce C",Bruce Bereano,MedStar Health,11/01/18-10/31/19
LR145413,"Bereano, Bruce C",Bruce Bereano,Digital Management LLC,11/01/18-10/31/19
LR145416,"Bereano, Bruce C",Bruce Bereano,Blind Industries and Services of Maryland,11/01/18-10/31/19
LR145422,"Bereano, Bruce C",Bruce Bereano,SAGITEC,11/01/18-10/31/19
LR145426,"Bereano, Bruce C",Bruce Bereano,Maryland Northern Virginia Floor Covering Association,11/01/18-10/31/19
LR145431,"Bereano, Bruce C",Bruce Bereano,Maryland Underground Facilities Damage Prevention Authority,11/01/18-10/31/19
LR147381,"Bereano, Bruce C",Bruce Bereano,American Suntanning Association,02/08/19-10/31/19
LR147437,"Bereano, Bruce C",Bruce Bereano,"Parsons Transportation Group, Inc.",02/18/19-10/31/19
LR146344,"Bereano, Bruce C",Bruce Bereano,Washington Gas,11/05/18-10/31/19
LR146357,"Bereano, Bruce C",Bruce Bereano,Town of Ocean City,11/05/18-10/31/19
LR146968,"Bereano, Bruce C",Bruce Bereano,TransLogistix,12/31/18-10/31/19
LR147221,"Bereano, Bruce C",Bruce Bereano,Maryland Theatre for the Performing Arts,01/15/19-10/31/19
LR147222,"Bereano, Bruce C",Bruce Bereano,Village Academy of Maryland,01/15/19-10/31/19
