Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
LR54792,"Ahluwalia, Puneet  ","New World Strategies, Inc",RELX Group,02/02/16-10/31/16
LR43830,"Akbar, Rais ","Advocates for Children and Youth, Inc.","Advocates For Children and Youth, Inc.",12/14/15-10/31/16
LR95509,"Albert, David G.","The Waverly Group, Inc.",Westmount Corporation,08/12/16-10/31/16
LR44180,"Albert, David G.","The Waverly Group, Inc.",StarTraq Limited,11/24/15-04/30/16
LR43015,"Albert, David G.","The Waverly Group, Inc.",Periscope Holdings,11/01/15-10/31/16
LR65124,"Albert, David G.","The Waverly Group, Inc.",Kronos,03/21/16-10/31/16
LR43002,"Albert, David G.","The Waverly Group, Inc.","GANTECH, Inc.",11/01/15-10/31/16
LR42909,"Albert, David G.","The Waverly Group, Inc.","Chesapeake Integrative Health Care, LLC",11/01/15-10/31/16
LR65125,"Albert, David G.","The Waverly Group, Inc.",Carahsoft Technology Corp,03/21/16-10/31/16
LR43011,"Albert, David G.","The Waverly Group, Inc.",Maximus,11/01/15-10/31/16
LR42918,"Albert, David G.","The Waverly Group, Inc.",Esri,11/01/15-11/20/15
LR65215,"Alborn, Salliann ",Maryland Community Health System,Maryland Community Health System,05/02/16-10/31/16
LR44244,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Clark Construction Group, LLC",12/01/15-10/31/16
LR42514,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Verizon Maryland Inc.,11/01/15-10/31/16
LR42719,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/15-10/31/16
LR41224,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Aetna Life Insurance Company, Inc.",11/01/15-04/30/16
LR41864,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Doctor's Community Hospital,11/01/15-10/31/16
LR55054,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Federal City Development Partners, LLC.",03/07/16-10/31/16
LR41266,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Association of Maryland Pilots,11/01/15-10/31/16
LR42702,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Legal Aid Bureau, Inc.",11/01/15-10/31/16
LR42856,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Sequon, Inc.",11/01/15-10/31/16
LR42954,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Rite Aid Corporation,11/01/15-10/31/16
LR43144,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,11/01/15-10/31/16
LR55079,"Alexander, Gary R.","Alexander & Cleaver, P.A.","ConAgra Foods, Inc.",03/11/16-10/31/16
LR42633,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Ground Rent Owners Coalition,11/01/15-10/31/16
LR42885,"Alexander, Gary R.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,11/01/15-10/31/16
LR54839,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",02/08/16-10/31/16
LR43026,"Alexander, Gary R.","Alexander & Cleaver, P.A.","PSEG Fossil, LLC",11/01/15-10/31/16
LR41531,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Clark Enterprises, Inc.",11/01/15-04/30/16
LR41271,"Alexander, Gary R.","Alexander & Cleaver, P.A.","Best Buddies International, Inc.",11/01/15-10/31/16
LR41323,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/15-10/31/16
LR42499,"Alexander, Gary R.","Alexander & Cleaver, P.A.","GANTECH, Inc.",11/01/15-10/31/16
LR42906,"Alexander, Gary R.","Alexander & Cleaver, P.A.","National Shooting Sports Foundation, Inc.",11/01/15-10/31/16
LR54897,"Alexander, Gary R.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),02/16/16-10/31/16
LR41557,"Alexander & Cleaver, P.A.","Alexander & Cleaver, P.A. ","Alexander & Cleaver, P.A.",11/01/15-10/31/16
LR42193,"Alford, Shannon ",National Rifle Association of America,National Rifle Association of America,11/01/15-10/31/16
LR41589,"Allen, John ","Pepco Holdings, Inc.","Pepco Holdings, Inc.",11/01/15-10/31/16
LR41305,"Allen, Misty  ",Baltimore Gas & Electric (BGE),Baltimore Gas and Electric Company,11/01/15-10/31/16
LR65347,"Alston, Bryan ","State Circle Strategies, LLC",GEDCO,04/08/16-10/31/16
LR44072,"Alston, Bryan ","State Circle Strategies, LLC",American Health Career Institute,11/20/15-10/31/16
LR44077,"Alston, Bryan ","State Circle Strategies, LLC","Alsco, Inc.",11/20/15-10/31/16
LR85449,"Alston, Bryan ","State Circle Strategies, LLC","WDC Solar, Inc.",07/21/16-10/31/16
LR42585,American Council of Engineering Companies/Maryland,American Council of Engineering Companies/Maryland ,American Council of Engineering Companies/Maryland,11/01/15-10/31/16
LR43395,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",CareFirst BlueCross BlueShield,11/02/15-07/19/16
LR43400,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ","Transdev North America, Inc. ",11/02/15-07/19/16
LR43401,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",Washington Suburban Sanitary Commission,11/02/15-07/19/16
LR43694,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",Alice Ferguson Foundation,11/02/15-07/19/16
LR43396,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",Exelon Corporation,11/02/15-07/19/16
LR43264,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ","Pepco Holdings, Inc.",11/01/15-07/19/16
LR43397,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ","Insurance Auto Auctions, Corp.",11/02/15-07/19/16
LR43398,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",MedStar Southern Maryland Hospital Center,11/02/15-07/19/16
LR43399,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ",Prince George's County Deputy Sheriffs Association,11/02/15-07/19/16
LR43693,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ","AAA Mid-Atlantic, Inc.",11/02/15-07/19/16
LR43393,"Andes, Benjamin F. Guy ","G.S. Proctor & Associates, Inc. ","Adventist HealthCare, Inc",11/02/15-07/19/16
LR42295,"Andryszak, John A.","Popham & Andryszak, P.A",CSAA Insurance Exchange (AAA),11/01/15-10/31/16
LR42299,"Andryszak, John A.","Popham & Andryszak, P.A",Premium Cigar Retailers Association of Maryland ,11/01/15-10/31/16
LR41646,"Andryszak, John A.","Popham & Andryszak, P.A","Chubb & Son, A Division of Federal Insurance Company (formerly ACE American Ins. Co.)",11/01/15-10/31/16
LR54728,"Andryszak, John A.","Popham & Andryszak, P.A",Commercial Premium Increase Notice Coalition ,01/18/16-04/30/16
LR42291,"Andryszak, John A.","Popham & Andryszak, P.A","American International Group, Inc.",11/01/15-10/31/16
LR42387,"Andryszak, John A.","Popham & Andryszak, P.A",Reinsurance Association of America,11/01/15-10/31/16
LR42292,"Andryszak, John A.","Popham & Andryszak, P.A","Competitive Power Ventures, Inc.",11/01/15-10/31/16
LR42301,"Andryszak, John A.","Popham & Andryszak, P.A",Travelers Group,11/01/15-10/31/16
LR42297,"Andryszak, John A.","Popham & Andryszak, P.A",International Premium Cigar & Pipe Retailers Association,11/01/15-10/31/16
LR42300,"Andryszak, John A.","Popham & Andryszak, P.A",Samaritan House ,11/01/15-10/31/16
LR42384,"Andryszak, John A.","Popham & Andryszak, P.A",National Association of Surety Bond Producers (NASBP),11/01/15-10/31/16
LR42766,"Appel, Erin ","Capitol Strategies, LLC",Recreational Vehicle Industry Association,11/01/15-10/31/16
LR42799,"Appel, Erin ","Capitol Strategies, LLC",Computer Science Corporation,11/01/15-10/31/16
LR42801,"Appel, Erin ","Capitol Strategies, LLC","DCI Group AZ, LLC / Verizon",11/01/15-10/31/16
LR42802,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/15-10/31/16
LR42808,"Appel, Erin ","Capitol Strategies, LLC",Google Inc.,11/01/15-10/31/16
LR42814,"Appel, Erin ","Capitol Strategies, LLC","Lyft, Inc. ",11/01/15-10/31/16
LR42825,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/15-10/31/16
LR42826,"Appel, Erin ","Capitol Strategies, LLC","MHM Correctional Services, Inc.",11/01/15-10/31/16
LR42832,"Appel, Erin ","Capitol Strategies, LLC","NMS Healthcare of Hyattsville, LLC ",11/01/15-10/31/16
LR42837,"Appel, Erin ","Capitol Strategies, LLC",Riverside Health,11/01/15-10/31/16
LR65275,"Appel, Erin ","Capitol Strategies, LLC",M Luis Construction,05/20/16-10/31/16
LR42770,"Appel, Erin ","Capitol Strategies, LLC",Hilex Poly Company LLC,11/01/15-10/31/16
LR42787,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc.",11/01/15-10/31/16
LR42797,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/15-10/31/16
LR42807,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/15-10/31/16
LR42811,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers ,11/01/15-10/31/16
LR42824,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Assoc.,11/01/15-10/31/16
LR42829,"Appel, Erin ","Capitol Strategies, LLC",Stratton-Carpenter & Associates / Media Rights Capital,11/01/15-10/31/16
LR42769,"Appel, Erin ","Capitol Strategies, LLC",American Express Company,11/01/15-10/31/16
LR42772,"Appel, Erin ","Capitol Strategies, LLC","Arundel Amusements, Inc.",11/01/15-10/31/16
LR42779,"Appel, Erin ","Capitol Strategies, LLC",KSM LLC/Anne Arundel Medical Center,11/01/15-10/31/16
LR42792,"Appel, Erin ","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/15-10/31/16
LR42804,"Appel, Erin ","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/15-10/31/16
LR42842,"Appel, Erin ","Capitol Strategies, LLC","Sparrows Point Terminal, LLC",11/01/15-10/31/16
LR42845,"Appel, Erin ","Capitol Strategies, LLC",Spectra Energy,11/01/15-10/31/16
LR42850,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/15-10/31/16
LR42790,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/15-10/31/16
LR42831,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/15-10/31/16
LR42800,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/15-10/31/16
LR42803,"Appel, Erin ","Capitol Strategies, LLC",Delta Dental of Pennsylvania,11/01/15-10/31/16
LR42806,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/15-10/31/16
LR42848,"Appel, Erin ","Capitol Strategies, LLC",UniteHere!,11/01/15-10/31/16
LR42851,"Appel, Erin ","Capitol Strategies, LLC",Washington Gas,11/01/15-10/31/16
LR65266,"Appel, Erin ","Capitol Strategies, LLC",Centurion ,05/18/16-10/31/16
LR54685,"Arabia, Steven ",NRG Energy,"NRG Energy, Inc.",01/15/16-09/28/16
LR42778,"Askew, Joseph L.",Verizon,Verizon Communications,11/04/15-10/31/16
LR54659,"Aslan, Caryn C.M.",Job Opportunities Task Force,Job Opportunities Task Force,01/01/16-10/31/16
LR43124,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/01/15-10/31/16
LR43125,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/01/15-10/31/16
LR43126,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/01/15-10/31/16
LR44169,"Averella, Ragina Cooper ",AAA Mid-Atlantic,"AAA Mid-Atlantic, Inc.",01/11/16-10/31/16
LR55023,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",American Petroleum Institute,03/01/16-10/31/16
LR55069,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Discovery Communications, Inc.",03/03/16-10/31/16
LR43474,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AMAG Pharmaceutical,11/01/15-10/31/16
LR43487,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Verizon Communications,11/01/15-10/31/16
LR43488,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",ValueOptions,11/01/15-10/31/16
LR44230,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Association of Community Services (MACS),11/30/15-10/31/16
LR54711,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Natural Resources Defense Council,01/19/16-10/31/16
LR54781,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Glory Days Grill,01/22/16-10/31/16
LR65229,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Harris Jones & Malone, LLC",05/09/16-10/31/16
LR43485,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Total Wine & More,11/01/15-10/31/16
LR43489,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","HMR of Maryland, LLC",11/01/15-10/31/16
LR54991,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",National Association of Vision Care Plans,02/24/16-10/31/16
LR43473,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",AIMM (Association of Independent Midwives of Maryland),11/01/15-10/31/16
LR43475,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Baltimore Gas and Electric Company,11/01/15-10/31/16
LR43482,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Jewish Community Relations Council of Greater Washington,11/01/15-10/31/16
LR54640,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Riverside Health,01/13/16-10/31/16
LR54882,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","NL Industries, Inc ",02/15/16-10/31/16
LR85464,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Families for Safe Birth,07/26/16-10/31/16
LR43477,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Drybar Holdings, LLC",11/01/15-10/31/16
LR44229,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",National Multiple Sclerosis Society,11/30/15-10/31/16
LR43480,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Genentech Inc., a Member of the Roche Group",11/01/15-10/31/16
LR43483,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","Gordian Group, The",11/01/15-10/31/16
LR43484,"Bagwell, Ashlie ","Harris Jones & Malone, LLC","P3 Group, The",11/01/15-10/31/16
LR43490,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",Maryland Society of Plastic Surgeons,11/01/15-10/31/16
LR43491,"Bagwell, Ashlie ","Harris Jones & Malone, LLC",BWI Marshall Merchant Association,11/01/15-10/31/16
LR54442,"Baker, Brian L",Cerner Corporation,Cerner Corporation,12/28/15-10/31/16
LR54777,"Ballentine, Jr , Thomas  M","National Association of Industrial and Office Properties, Maryland",National Association of Industrial And Office Properties-Maryland ,01/26/16-10/31/16
LR44206,"Banks, Brian D",MGM National Harbor,MGM National Harbor,01/11/16-10/31/16
LR54773,"Barall, Karen Paikin",Jewish Community Relations Council of Greater Washington,Jewish Community Relations Council of Greater Washington,01/19/16-05/01/16
LR54637,"Barnes, Ron ",Google Inc.,Google Inc.,01/13/16-10/31/16
LR44000,"Baron, Peter P",Maryland Hospital Association,Maryland Hospital Association,11/17/15-10/31/16
LR43593,"Behlke, Robert P.","Choptank Electric Cooperative, Inc.","Choptank Electric Cooperative, Inc",11/01/15-10/31/16
LR65380,"Belisle, David ",TEAMSTERS JOINT COUNCIL NO. 62,Teamsters Joint Council No. 62,11/01/15-10/31/16
LR54756,"Bell, Kate M.",Marijuana Policy Project,Marijuana Policy Project,01/21/16-10/31/16
LR54559,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Out of School Time Network/Safe and Sound Campaign,01/08/16-10/31/16
LR54972,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",DBA International,02/19/16-10/31/16
LR55078,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","ConAgra Foods, Inc.",03/11/16-10/31/16
LR42531,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Verizon Maryland Inc.,11/01/15-10/31/16
LR42714,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/15-10/31/16
LR41363,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Business Health Services,11/01/15-04/30/16
LR54562,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",MD & DC Credit Union Association ,01/08/16-10/31/16
LR75444,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Compassion and Choices,07/14/16-10/31/16
LR95506,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Telligen,08/15/16-10/31/16
LR41227,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Aetna Life Insurance Company, Inc.",11/01/15-04/30/16
LR41508,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Children's Guild, Inc., The",11/01/15-10/31/16
LR41682,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Dart Container Corporation,11/01/15-10/31/16
LR41751,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Discovery Communications, Inc.",11/01/15-04/30/16
LR41854,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Distilled Spirits Council of the U.S.,11/01/15-10/31/16
LR42440,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Wawa, Inc.",11/01/15-10/31/16
LR42673,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Kennedy Krieger Institute, The",11/01/15-10/31/16
LR42895,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","National Shooting Sports Foundation, Inc.",11/01/15-10/31/16
LR42924,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","NIC USA, Inc.",11/01/15-10/31/16
LR43000,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Rite Aid Corporation,11/01/15-10/31/16
LR43040,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Printing & Graphics Association MidAtlantic,11/01/15-10/31/16
LR41259,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",American Forest & Paper Association,11/01/15-10/31/16
LR41320,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/15-10/31/16
LR41680,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Daily Record, The",11/01/15-10/31/16
LR42528,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","GANTECH, Inc.",11/01/15-10/31/16
LR42630,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Ground Rent Owners Coalition,11/01/15-10/31/16
LR42700,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Legal Aid Bureau, Inc.",11/01/15-10/31/16
LR42887,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,11/01/15-10/31/16
LR42949,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",SCI Management,11/01/15-04/30/16
LR75396,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Brookway, LLC",06/22/16-10/31/16
LR42947,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",11/01/15-10/31/16
LR41248,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Alternative Medicine Integration ,11/01/15-10/31/16
LR41880,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Donate Life Maryland, Inc.",11/01/15-10/31/16
LR41972,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",YMCA of Central Maryland,11/01/15-10/31/16
LR44326,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Legal Services Corporation,12/08/15-10/31/16
LR41260,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Association of Maryland Pilots,11/01/15-10/31/16
LR41477,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Charles P. Johnson & Associates,11/01/15-10/31/16
LR41728,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Diamond Game Enterprises,11/01/15-10/31/16
LR42420,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Xerox Business Services, LLC and its Affiliates",11/01/15-10/31/16
LR42559,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.","Sequon, Inc.",11/01/15-10/31/16
LR42589,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Generic Pharmaceutical Association,11/01/15-10/31/16
LR42620,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Twain Financial,11/01/15-10/31/16
LR42621,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",IGT and Its Affiliates,11/01/15-10/31/16
LR42645,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Health Facilities Association of Maryland,11/01/15-10/31/16
LR42686,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",CACI (formerly L-3 Stratis),11/01/15-10/31/16
LR42783,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Maryland Association for Justice,11/01/15-10/31/16
LR43147,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,11/01/15-10/31/16
LR43152,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",PMS Parking,11/01/15-10/31/16
LR54736,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",US Justice Action Network,01/20/16-10/31/16
LR54896,"Bellamy, Lorenzo M.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),02/16/16-10/31/16
LR42657,"Benedict, David Earle","NCCI Holdings, Inc.","National Council on Compensation Insurance, Inc.",11/01/15-12/01/15
LR54557,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Arista Networks,01/08/16-10/31/16
LR54925,"Bennett, Laura ",The Pew Charitable Trusts,"Pew Charitable Trusts, The",02/18/16-10/31/16
LR42477,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Enterprise RAC Company of Maryland, LLC",11/01/15-10/31/16
LR42679,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",CACI (formerly L-3 Stratis),11/01/15-10/31/16
LR42860,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","MD/DC/VA Solar Energy Industries Association, Inc. (SEIA)",11/01/15-10/31/16
LR41231,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Aetna Life Insurance Company, Inc.",11/01/15-04/30/16
LR41240,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Allegany County Animal Shelter Management Foundation,11/01/15-10/31/16
LR41242,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Allegany Museum, Inc.",11/01/15-10/31/16
LR41317,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Best Buddies International, Inc.",11/01/15-10/31/16
LR41971,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Donate Life Maryland, Inc.",11/01/15-10/31/16
LR41357,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Business Health Services,11/01/15-04/30/16
LR41724,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Diamond Game Enterprises,11/01/15-10/31/16
LR42437,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Western MD Scenic Railroad (WMSR),11/01/15-10/31/16
LR43736,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Motorola Solutions,11/10/15-10/31/16
LR55021,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Science Applications International Corporation (SAIC),03/01/16-10/31/16
LR41318,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Blind Industries and Services of Maryland,11/01/15-10/31/16
LR41496,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.","Chesapeake BaySavers, Inc.",11/01/15-10/31/16
LR41715,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",Dart Container Corporation,11/01/15-10/31/16
LR42275,"Bennett, Tyler  W.","Alexander & Cleaver, P.A.",YMCA of Central Maryland,11/01/15-10/31/16
