Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R013844,"Barnes, Ron ",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/22-10/31/23
R014891,"Bennett, Tyler ","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",11/01/22-10/31/23
R014807,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Printing and Graphics Association MidAtlantic,11/01/22-10/31/23
R014814,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,11/01/22-10/31/23
R014558,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Coalition of Ignition Interlock Manufacturers,11/01/22-10/31/23
R014571,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Enterprise RAC Company of Maryland LLC,11/01/22-10/31/23
R014575,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Gainwell Holding Corp.,11/01/22-10/31/23
R014459,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,11/01/22-10/31/23
R014612,"Bennett, Tyler ","Compass Government Relations Partners, LLC",HNTB Corporation,11/01/22-10/31/23
R014907,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,11/01/22-10/31/23
R014745,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Vapor Alliance,11/01/22-10/31/23
R014899,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, LLC.",11/01/22-10/31/23
R014747,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Navitas Business Consulting,11/01/22-10/31/23
R014366,"Bennett, Tyler ","Compass Government Relations Partners, LLC",American Fidelity,11/01/22-10/31/23
R014574,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Girl Scouts of Central Maryland,11/01/22-10/31/23
R014450,"Bennett, Tyler ","Compass Government Relations Partners, LLC","MD/DC/VA Solar Energy Industries Association, Inc. (MDV-SEIA) dba Chesapeake Solar & Storage Association (CHESSA)",11/01/22-10/31/23
R014911,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/01/22-10/31/23
R014788,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Operation Warm,11/01/22-10/31/23
R014780,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Unite USA, Inc.",11/01/22-10/31/23
R014800,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Association of Public Library Administrators,11/01/22-10/31/23
R014561,"Bennett, Tyler ","Compass Government Relations Partners, LLC",CVS Health and All Affiliated Subsidiaries,11/01/22-10/31/23
R014568,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Donate Life Maryland, Inc.",11/01/22-10/31/23
R014617,"Bennett, Tyler ","Compass Government Relations Partners, LLC",InState Partners,11/01/22-10/31/23
R014750,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Workday,11/01/22-10/31/23
R012354,"Benoit, Jill ",Holcim Participations (US) Inc.,Holcim Participations (US) Inc.,11/01/22-10/31/23
R014739,"Bergsman, Neil ",Maryland Nonprofits,Maryland Nonprofits,11/01/22-10/31/23
R013341,"Black, Allyson ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/22-10/31/23
R014236,"Blackwell, Michele ","Uber Technologies, Inc.","Uber Technologies, Inc.",11/01/22-10/31/23
R013553,"Blaylock, Frazier ",Covanta Energy LLC,Covanta Energy LLC,11/01/22-10/31/23
R015211,"Bogdan, Henry W",Maryland Nonprofits,Maryland Nonprofits,11/09/22-10/31/23
R014026,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",11/01/22-10/31/23
R014050,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Envirotest Systems Holdings Corp.,11/01/22-10/31/23
R014049,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Curio Wellness,11/01/22-10/31/23
R014028,"Bohle, Matt ",Rifkin Weiner Livingston LLC,JMI Management LP,11/01/22-10/31/23
R014046,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Canton Group, The",11/01/22-10/31/23
R014116,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"INCAPSULATE, LLC",11/01/22-10/31/23
R014025,"Bohle, Matt ",Rifkin Weiner Livingston LLC,CGI Technologies and Solutions Inc.,11/01/22-10/31/23
R014136,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Meta Platforms, Inc.",11/01/22-10/31/23
R014134,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Medallia, Inc.",11/01/22-10/31/23
R014152,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Sheppard Pratt Health Systems,11/01/22-10/31/23
R014146,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Premium Cigar Retailers Association of Maryland,11/01/22-10/31/23
R014151,"Bohle, Matt ",Rifkin Weiner Livingston LLC,SCI Management,11/01/22-10/31/23
R014142,"Bohle, Matt ",Rifkin Weiner Livingston LLC,NIC Maryland,11/01/22-10/31/23
R014058,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Greenland Technologies Holding Corporation,11/01/22-10/31/23
R014055,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Food & Friends, Inc.",11/01/22-10/31/23
R014054,"Bohle, Matt ",Rifkin Weiner Livingston LLC,FedEx Corporation,11/01/22-10/31/23
R014047,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Celebree School,11/01/22-10/31/23
R014024,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Atlanticus Services Corporation,11/01/22-10/31/23
R014122,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,11/01/22-10/31/23
R014138,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Modern Living Solutions,11/01/22-10/31/23
R014112,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Horizon Land Company,11/01/22-10/31/23
R014114,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Humanim, Inc.",11/01/22-10/31/23
R014143,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Orsted North America, Inc.",11/01/22-10/31/23
R014147,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Reed Group,11/01/22-10/31/23
R014119,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Lexington Law (John C. Heath, Attorney at LLC dba Lexington Law Firm)",11/01/22-10/31/23
R014124,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Maryland Pawnbrokers Association,11/01/22-10/31/23
R014027,"Bohle, Matt ",Rifkin Weiner Livingston LLC,H&R Block Management LLC,11/01/22-10/31/23
R014154,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Community Builders, The",11/01/22-10/31/23
R014150,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Roland Park Community Foundation,11/01/22-10/31/23
R014045,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/22-10/31/23
R014044,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Brewers Association of Maryland,11/01/22-10/31/23
R014051,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Education Affiliates/Fortis College,11/01/22-10/31/23
R014057,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,11/01/22-10/31/23
R014052,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Fair Hill Condominium Association,11/01/22-10/31/23
R014048,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Client Network Services, Inc.",11/01/22-10/31/23
R014053,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Fair Hill Foundation, Inc.",11/01/22-10/31/23
R014123,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Maryland Distillers Guild,11/01/22-10/31/23
R014023,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"America Works of Maryland, Inc.",11/01/22-10/31/23
R014121,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Progrexion ASG, Inc.",11/01/22-10/31/23
R014141,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Neurocrine Biosciences, Inc.",11/01/22-10/31/23
R014145,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",11/01/22-10/31/23
R014132,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Maximus,11/01/22-10/31/23
R014664,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Land Preservation Trust,11/01/22-10/31/23
R014140,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Mount Vernon Place Conservancy,11/01/22-10/31/23
R014043,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Berkshire Hathaway Energy GT&S, LLC",11/01/22-10/31/23
R014153,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Skyline Technology Solutions,11/01/22-10/31/23
R014128,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Maryland Wineries Association,11/01/22-10/31/23
R014056,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Gaudenzia, Inc.",11/01/22-10/31/23
R014158,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Washington Area New Automobile Dealers Association (WANADA),11/01/22-10/31/23
R014157,"Bohle, Matt ",Rifkin Weiner Livingston LLC,UPMC Western Maryland,11/01/22-10/31/23
R014155,"Bohle, Matt ",Rifkin Weiner Livingston LLC,ThinkBig Networks LLC,11/01/22-10/31/23
R014285,"Braue, Tim E.",Old Line Government Affairs LLC,"Baltimore Area Council Boy Scouts of America, Inc.",11/01/22-10/31/23
R014289,"Braue, Tim E.",Old Line Government Affairs LLC,Goodwill Industries of the Chesapeake,11/01/22-10/31/23
R014277,"Braue, Tim E.",Old Line Government Affairs LLC,"Alterwood Health, Inc.",11/01/22-10/31/23
R014292,"Braue, Tim E.",Old Line Government Affairs LLC,Public Consulting Group LLC c/o MultiState Associates,11/01/22-10/31/23
R014288,"Braue, Tim E.",Old Line Government Affairs LLC,FEi Systems,11/01/22-10/31/23
R014294,"Braue, Tim E.",Old Line Government Affairs LLC,New Venture Fund,11/01/22-10/31/23
R014291,"Braue, Tim E.",Old Line Government Affairs LLC,National Football League (NFL) c/o MultiState Associates Inc.,11/01/22-10/31/23
R014295,"Braue, Tim E.",Old Line Government Affairs LLC,"RFP Realty, LLC",11/01/22-10/31/23
R014293,"Braue, Tim E.",Old Line Government Affairs LLC,Wireless Infrastructure Association c/o MultiState Associates,11/01/22-10/31/23
R014290,"Braue, Tim E.",Old Line Government Affairs LLC,Can Manufacturers Institute c/o MultiState Associates,11/01/22-10/31/23
R014287,"Braue, Tim E.",Old Line Government Affairs LLC,Chesapeake Employers' Insurance Company,11/01/22-10/31/23
R012588,"Bresnahan, Tamela Elizabeth ",AARP,AARP Maryland,11/01/22-10/31/23
R014902,"Briemann, Jennifer ",Maryland Managed Care Organization Association,Maryland Managed Care Organization Association,11/01/22-10/31/23
R013465,"Brocato, Barbara M",Brocato & Shattuck,American Physical Therapy Association Maryland - APTA MD,11/01/22-10/31/23
R013515,"Brocato, Barbara M",Brocato & Shattuck,US Anesthesia Partners-Maryland,11/01/22-10/31/23
R013509,"Brocato, Barbara M",Brocato & Shattuck,"National Academy of Elder Law Attorneys, Maryland/DC Chapter",11/01/22-10/31/23
R013489,"Brocato, Barbara M",Brocato & Shattuck,"Acadia Healthcare Company, Inc.",11/01/22-10/31/23
R013511,"Brocato, Barbara M",Brocato & Shattuck,Maryland Coalition of Interior Designers,11/01/22-10/31/23
R013510,"Brocato, Barbara M",Brocato & Shattuck,Maryland Continuing Care Residents Association,11/01/22-10/31/23
R013490,"Brocato, Barbara M",Brocato & Shattuck,Maryland Society of Anesthesiologists,11/01/22-10/31/23
R013492,"Brocato, Barbara M",Brocato & Shattuck,Maryland Society of Otolaryngology,11/01/22-10/31/23
R013483,"Brocato, Barbara M",Brocato & Shattuck,Pediatrix Medical Group,11/01/22-10/31/23
R013517,"Brocato, Barbara M",Brocato & Shattuck,Maryland Academy of Nutrition and Dietetics,11/01/22-10/31/23
R013471,"Brocato, Barbara M",Brocato & Shattuck,"League for People with Disabilities, The",11/01/22-10/31/23
R013516,"Brocato, Barbara M",Brocato & Shattuck,"Arthritis & Rheumatism Associates, P.C.",11/01/22-10/31/23
R013512,"Brocato, Barbara M",Brocato & Shattuck,Associates in Radiation Medicine,11/01/22-10/31/23
R013513,"Brocato, Barbara M",Brocato & Shattuck,Bethesda Newtrition and Wellness,11/01/22-10/31/23
R013469,"Brocato, Barbara M",Brocato & Shattuck,Maryland Psychological Association,11/01/22-10/31/23
R013478,"Brocato, Barbara M",Brocato & Shattuck,US Acute Care Solutions,11/01/22-10/31/23
R013514,"Brocato, Barbara M",Brocato & Shattuck,Maryland Science Center,11/01/22-10/31/23
R013474,"Brocato, Barbara M",Brocato & Shattuck,Maryland Dermatologic Society,11/01/22-10/31/23
R014522,"Brock, Jen ",High Street Strategies,CI Renewables,11/01/22-10/31/23
R014524,"Brock, Jen ",High Street Strategies,"KaBoom, Inc.",11/01/22-10/31/23
R012468,"Brock, Jen ",High Street Strategies,Advanced Energy Economy,11/01/22-10/31/23
R014526,"Brock, Jen ",High Street Strategies,"Trulieve, Inc.",11/01/22-10/31/23
R014520,"Brock, Jen ",High Street Strategies,Waterkeepers Chesapeake,11/01/22-10/31/23
R014528,"Brock, Jen ",High Street Strategies,Greater Baden Medical Services,11/01/22-10/31/23
R014517,"Brock, Jen ",High Street Strategies,"US Wind, Inc.",11/01/22-10/31/23
R012686,"Brown Alvarado, Tamera Anita",Merck Sharp & Dohme LLC,Merck Sharp & Dohme Corp.,11/01/22-10/31/23
R013337,"Bruce, Katie ",Bridgewater Associates LP,"Bridgewater Associates, LP",11/01/22-10/31/23
R013020,"Brvenik, Steve ","Clear Channel Outdoor, LLC","Clear Channel Outdoor, LLC",11/01/22-10/31/23
R014864,"Bryce, Kristin Jones",University of Maryland Medical System ,University of Maryland Medical System,11/01/22-10/31/23
R014867,"Burrell, Deborah ",Burrell International Group,Steer Tech,11/01/22-10/31/23
R014865,"Burrell, Deborah ",Burrell International Group,Emergent BioSolutions Inc. (EBSI),11/01/22-10/31/23
R014868,"Burrell, Deborah ",Burrell International Group,Comus Sustainable Pozzolan Products,11/01/22-10/31/23
R014491,"Butler, Brandon Scott","Pinnacle Strategies, LLC",Grow West MD LLC,11/01/22-10/31/23
R014487,"Butler, Brandon Scott","Pinnacle Strategies, LLC",SonoAsh LLC,11/01/22-10/31/23
R014489,"Butler, Brandon Scott","Pinnacle Strategies, LLC",Maryland Workforce Association,11/01/22-10/31/23
R013019,"Cabrera-Sopo, Agustin ",Giffords,Giffords,11/01/22-10/31/23
R012355,"Campbell, Kenya ",AFT Maryland,AFT-Maryland,11/01/22-10/31/23
R013744,"Campion, Louis ",Maryland Motor Truck Association,Maryland Motor Truck Association,11/01/22-10/31/23
R012345,"Carrington, J. Darrell ","Carrington & Associates, LLC",Sensys Gatso USA,11/01/22-10/31/23
R012347,"Carrington, J. Darrell ","Carrington & Associates, LLC",Chesapeake Physicians for Social Responsibility (CPSR),11/01/22-10/31/23
R012348,"Carrington, J. Darrell ","Carrington & Associates, LLC",Maryleaf dba Bloom Medicinals,11/01/22-10/31/23
R012343,"Carrington, J. Darrell ","Carrington & Associates, LLC","Carrington & Associates, LLC",11/01/22-10/31/23
R012803,"Carrington, J. Darrell ","Carrington & Associates, LLC",B&B Partnership Initiative,11/01/22-10/31/23
R014815,"Carroll, Jr., David H.","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/22-10/31/23
R014817,"Carroll, Jr., David H.","Capitol Strategies, LLC",Centurion,11/01/22-10/31/23
R014284,"Carroll, Jr., David H.","Capitol Strategies, LLC",Abner's,11/01/22-10/31/23
R014768,"Carroll, Jr., David H.","Capitol Strategies, LLC",Ameresco,11/01/22-10/31/23
R014843,"Carroll, Jr., David H.","Capitol Strategies, LLC","Allegis, Redwood, Maxim Public Affairs, LLC",11/01/22-10/31/23
R014853,"Carroll, Jr., David H.","Capitol Strategies, LLC",IATSE Local 487,11/01/22-10/31/23
R014849,"Carroll, Jr., David H.","Capitol Strategies, LLC",Veritas HHS,11/01/22-10/31/23
R014832,"Carroll, Jr., David H.","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/22-10/31/23
R014833,"Carroll, Jr., David H.","Capitol Strategies, LLC",Ferrovial Construction US Corp,11/01/22-10/31/23
R014835,"Carroll, Jr., David H.","Capitol Strategies, LLC",HHS Tech Group,11/01/22-10/31/23
R014830,"Carroll, Jr., David H.","Capitol Strategies, LLC",Covanta Energy LLC,11/01/22-10/31/23
R014841,"Carroll, Jr., David H.","Capitol Strategies, LLC",Luminis Health,11/01/22-10/31/23
R014755,"Carroll, Jr., David H.","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",11/01/22-10/31/23
R014840,"Carroll, Jr., David H.","Capitol Strategies, LLC","Children's Guild, The",11/01/22-10/31/23
R014847,"Carroll, Jr., David H.","Capitol Strategies, LLC","Stride, Inc.",11/01/22-10/31/23
R014852,"Carroll, Jr., David H.","Capitol Strategies, LLC","Waveseer, Inc.",11/01/22-10/31/23
R014839,"Carroll, Jr., David H.","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/22-10/31/23
R014810,"Carroll, Jr., David H.","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/22-10/31/23
R014816,"Carroll, Jr., David H.","Capitol Strategies, LLC",Brightview Senior Living,11/01/22-10/31/23
R014844,"Carroll, Jr., David H.","Capitol Strategies, LLC","Residences at Benning Road LLC, The",11/01/22-10/31/23
R014819,"Carroll, Jr., David H.","Capitol Strategies, LLC","Cintra US Services, LLC",11/01/22-10/31/23
R014846,"Carroll, Jr., David H.","Capitol Strategies, LLC","Stonewall Capital, LLC",11/01/22-10/31/23
R014790,"Carroll, Jr., David H.","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/22-10/31/23
R014802,"Carroll, Jr., David H.","Capitol Strategies, LLC",American Recyclable Plastic Bag Alliance,11/01/22-10/31/23
R014831,"Carroll, Jr., David H.","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/22-10/31/23
R014829,"Carroll, Jr., David H.","Capitol Strategies, LLC","Cormac Group, The",11/01/22-10/31/23
R014842,"Carroll, Jr., David H.","Capitol Strategies, LLC","MTM, Inc",11/01/22-10/31/23
R014834,"Carroll, Jr., David H.","Capitol Strategies, LLC",Gannett Fleming,11/01/22-10/31/23
R014848,"Carroll, Jr., David H.","Capitol Strategies, LLC",TikTok Inc. US,11/01/22-10/31/23
R014845,"Carroll, Jr., David H.","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/22-10/31/23
R014818,"Carroll, Jr., David H.","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/22-10/31/23
R014838,"Carroll, Jr., David H.","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/22-10/31/23
R014854,"Carroll, Jr., David H.","Capitol Strategies, LLC",Willis Towers Watson Southeast,11/01/22-10/31/23
R014857,"Carroll, Jr., David H.","Capitol Strategies, LLC",AmeriHealth Caritas,11/01/22-10/31/23
R014751,"Carroll, Jr., David H.","Capitol Strategies, LLC",Accenture LLP,11/01/22-10/31/23
R014837,"Carroll, Jr., David H.","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/22-10/31/23
R014821,"Carroll, Jr., David H.","Capitol Strategies, LLC","Constellation Energy Generation, LLC",11/01/22-10/31/23
R014850,"Carroll, Jr., David H.","Capitol Strategies, LLC",Verizon Communications,11/01/22-10/31/23
R014812,"Carroll, Jr., David H.","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/22-10/31/23
R014851,"Carroll, Jr., David H.","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/22-10/31/23
R014836,"Carroll, Jr., David H.","Capitol Strategies, LLC",HMSHost,11/01/22-10/31/23
R014759,"Carroll, Jr., David H.","Capitol Strategies, LLC",Alstom,11/01/22-11/01/22
R013164,"Cascone, Heather ",Pharmaceutical Care Management Association (PCMA),Pharmaceutical Care Management Association (PCMA),11/01/22-10/31/23
R015102,"Casper, Aleks  ",American Lung Association,American Lung Association,11/01/22-10/31/23
R014033,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Mid-Atlantic Health Care,11/01/22-10/31/23
R014036,"Castelli, William  A.",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",11/01/22-10/31/23
R014040,"Castelli, William  A.",Rifkin Weiner Livingston LLC,FedEx Corporation,11/01/22-10/31/23
R014174,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Maryland Association of Realtors,11/01/22-10/31/23
R014224,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Reed Group,11/01/22-10/31/23
R014186,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Maryland Automobile Dealers Association,11/01/22-10/31/23
R014030,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Atlanticus Services Corporation,11/01/22-10/31/23
R014035,"Castelli, William  A.",Rifkin Weiner Livingston LLC,BTC III I-95 Logistics Center LLC,11/01/22-10/31/23
R014042,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,11/01/22-10/31/23
R014037,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Celebree School,11/01/22-10/31/23
R014038,"Castelli, William  A.",Rifkin Weiner Livingston LLC,Colonial Pipeline Company,11/01/22-10/31/23
