Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R009491,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",City of College Park,11/01/21-10/31/22
R011794,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Arcimoto,02/25/22-10/31/22
R009493,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.","Horizon Foundation of Howard County, Inc., The",11/01/21-10/31/22
R009492,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Hopewell Fund,11/01/21-10/31/22
R009497,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",Energy Action Fund,11/01/21-10/31/22
R009489,"Anderson, Stephanie Pratt","O'Malley, Miles, Nylen & Gilmore, P.A.",1199 SEIU,11/01/21-10/31/22
R008239,"Andryszak, John A.", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",11/01/21-10/31/22
R008241,"Andryszak, John A.", Law Office of John A Andryszak,American International Group,11/01/21-10/31/22
R011788,"Andryszak, John A.", Law Office of John A Andryszak,GSK Consumer Healthcare,02/23/22-04/30/22
R008243,"Andryszak, John A.", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",11/01/21-10/31/22
R008240,"Andryszak, John A.", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",11/01/21-10/31/22
R011033,"Antoine, Joanne ",Common Cause Maryland,Common Cause Maryland,12/01/21-10/31/22
R009662,"Appel, Erin ","Capitol Strategies, LLC",Tradepoint Atlantic c/o Redwood Capital,11/01/21-01/17/22
R009590,"Appel, Erin ","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/21-10/31/22
R009342,"Appel, Erin ","Capitol Strategies, LLC","Aramark Correctional Services, LLC",11/01/21-10/31/22
R009568,"Appel, Erin ","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/21-10/31/22
R009379,"Appel, Erin ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/21-10/31/22
R009582,"Appel, Erin ","Capitol Strategies, LLC",Bard Early College,11/01/21-10/31/22
R009589,"Appel, Erin ","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/21-10/31/22
R009732,"Appel, Erin ","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/21-01/17/22
R009586,"Appel, Erin ","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/21-10/31/22
R009377,"Appel, Erin ","Capitol Strategies, LLC",Covanta Energy LLC,11/01/21-10/31/22
R009255,"Appel, Erin ","Capitol Strategies, LLC","MTM, Inc",11/01/21-10/31/22
R010968,"Appel, Erin ","Capitol Strategies, LLC","Residences at Benning Road LLC, The",11/22/21-10/31/22
R009584,"Appel, Erin ","Capitol Strategies, LLC",Centurion,11/01/21-10/31/22
R011977,"Appel, Erin ","Capitol Strategies, LLC",HMSHost,06/01/22-10/31/22
R009338,"Appel, Erin ","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/21-10/31/22
R009588,"Appel, Erin ","Capitol Strategies, LLC","Allegis, Redwood, Maxim Public Affairs, LLC",11/01/21-10/31/22
R009565,"Appel, Erin ","Capitol Strategies, LLC",Slice Wireless Solutions,11/01/21-10/31/22
R009579,"Appel, Erin ","Capitol Strategies, LLC",Knowledge Services,11/01/21-10/31/22
R009656,"Appel, Erin ","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/21-10/31/22
R009663,"Appel, Erin ","Capitol Strategies, LLC",Veritas HHS,11/01/21-10/31/22
R009336,"Appel, Erin ","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",11/01/21-10/31/22
R011889,"Appel, Erin ","Capitol Strategies, LLC",TikTok Inc. US,03/28/22-10/31/22
R009592,"Appel, Erin ","Capitol Strategies, LLC",Exelon Corporation,11/01/21-10/31/22
R009593,"Appel, Erin ","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,11/01/21-01/17/22
R009735,"Appel, Erin ","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/21-01/17/22
R009591,"Appel, Erin ","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/21-10/31/22
R009729,"Appel, Erin ","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/21-10/31/22
R009380,"Appel, Erin ","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/21-10/31/22
R009567,"Appel, Erin ","Capitol Strategies, LLC",Luminis Health,11/01/21-10/31/22
R011856,"Appel, Erin ","Capitol Strategies, LLC",Abner's,03/14/22-10/31/22
R009654,"Appel, Erin ","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/21-10/31/22
R009587,"Appel, Erin ","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/21-10/31/22
R009566,"Appel, Erin ","Capitol Strategies, LLC",Verizon Communications,11/01/21-10/31/22
R009575,"Appel, Erin ","Capitol Strategies, LLC",Brightview Senior Living,11/01/21-10/31/22
R009309,"Appel, Erin ","Capitol Strategies, LLC",Accenture LLP,11/01/21-10/31/22
R009570,"Appel, Erin ","Capitol Strategies, LLC",Gannett Fleming,11/01/21-10/31/22
R009572,"Appel, Erin ","Capitol Strategies, LLC",MGM Resorts International,11/01/21-05/15/22
R010093,"Arneson, Emily ",Kennedy Krieger Institute ,Kennedy Krieger Institute,11/01/21-10/31/22
R011904,"Arrington, Michael E",Capitol Connections,Arundel Amusements/Bingo World,04/04/22-10/31/22
R012085,"Arrington, Michael E",Capitol Connections,Isiah Thomas International,07/26/22-10/31/22
R011049,"Ascher, Jason ",Mid-Atlantic Pipe Trades,Mid-Atlantic Pipe Trades Association,12/01/21-10/31/22
R011505,"Ashley-Williams, Wandra ",Climate XChange,Climate XChange,01/20/22-10/31/22
R009798,"Atlas, Bob ",Maryland Hospital Association,Maryland Hospital Association,11/01/21-10/31/22
R009091,"Atticks, Kevin ","Grow & Fortify, LLC",Brewers Association of Maryland,11/01/21-10/31/22
R009093,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Hemp Coalition,11/01/21-10/31/22
R009090,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Wineries Association,11/01/21-10/31/22
R009092,"Atticks, Kevin ","Grow & Fortify, LLC",Maryland Distillers Guild,11/01/21-10/31/22
R011760,"Autrey, Chanell ",Target Corporation,Target Corporation,02/23/22-10/31/22
R007991,"Baccino, Steven Michael",Chesapeake Utilities Corporation,Chesapeake Utilities Corporation,11/01/21-10/31/22
R010931,"Bagwell, Ashlie ",Harris Jones & Malone,"Truveris, Inc.",11/12/21-05/18/22
R010929,"Bagwell, Ashlie ",Harris Jones & Malone,"Gotham Green Partners, LLC",11/12/21-05/18/22
R009353,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/21-10/31/22
R009417,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,11/01/21-10/31/22
R009426,"Bagwell, Ashlie ",Harris Jones & Malone,Nonprofit Montgomery,11/01/21-10/31/22
R009419,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,11/01/21-10/31/22
R009352,"Bagwell, Ashlie ",Harris Jones & Malone,Visit Baltimore,11/01/21-10/31/22
R009425,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/21-10/31/22
R009418,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/21-10/31/22
R011859,"Bagwell, Ashlie ",Harris Jones & Malone,Housing Opportunity Commission,03/14/22-10/31/22
R009343,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/21-10/31/22
R009347,"Bagwell, Ashlie ",Harris Jones & Malone,KPMG LLP,11/01/21-10/31/22
R011207,"Bagwell, Ashlie ",Harris Jones & Malone,Greater Bethesda Chamber of Commerce,12/20/21-05/18/22
R008001,"Bagwell, Ashlie ",Harris Jones & Malone,Planned Parenthood of Maryland,11/01/21-05/18/22
R010942,"Bagwell, Ashlie ",Harris Jones & Malone,Federal Realty Investment Trust,11/17/21-05/18/22
R009423,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,11/01/21-10/31/22
R010940,"Bagwell, Ashlie ",Harris Jones & Malone,"DoorDash, Inc.",11/17/21-10/31/22
R009345,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/21-10/31/22
R012451,"Bagwell, Ashlie ",Harris Jones & Malone,Town of Centreville,10/07/22-10/31/22
R011466,"Bagwell, Ashlie ",Harris Jones & Malone,ClassWallet,01/17/22-10/31/22
R009420,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/21-10/31/22
R012092,"Bagwell, Ashlie ",Harris Jones & Malone,"Elevance Health, and its Affiliates",07/29/22-10/31/22
R011397,"Bagwell, Ashlie ",Harris Jones & Malone,"Tesla, Inc.",01/11/22-06/30/22
R009351,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/21-10/31/22
R009348,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/21-10/31/22
R009421,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",11/01/21-10/31/22
R009422,"Bagwell, Ashlie ",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/21-10/31/22
R009346,"Bagwell, Ashlie ",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/21-10/31/22
R008375,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/21-04/24/22
R009402,"Barnes, Ron ",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/21-10/31/22
R010250,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/21-01/20/22
R010961,"Belew, David Perry",Maryland Center for History and Culture,Maryland Historical Society,11/01/21-10/31/22
R010869,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Daily Record, The",11/09/21-10/31/22
R012107,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",08/11/22-10/31/22
R012324,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Canton Group, The",09/23/22-10/31/22
R011698,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Arc Central Chesapeake Region, The",02/08/02-10/31/22
R010817,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"National Association for the Advancement of Colored People- Legal Defense & Educational Fund, Inc.",11/08/21-10/31/22
R011813,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Americans for Patient Access,03/03/22-10/31/22
R011688,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Job Opportunities Task Force (JOTF),02/08/22-05/26/22
R011699,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Wine Institute,02/08/22-10/31/22
R010830,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Williams Companies, Inc., The",11/09/21-10/31/22
R012304,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Living Classrooms Foundation,09/20/22-10/31/22
R011695,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,American Forest & Paper Association,02/09/22-10/31/22
R010820,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Compassion & Choices Action Network,11/08/21-10/31/22
R010818,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,11/08/21-10/31/22
R011687,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Organizing Black,02/08/22-10/31/22
R010833,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Enoch Pratt Free Library,11/09/21-10/31/22
R011697,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Encore Capital Group,02/08/22-10/31/22
R012326,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"United States Senate Federal Credit Union, The",09/23/22-10/31/22
R012325,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Navarro & Wright,09/23/22-10/31/22
R007940,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Open Society Policy Center,11/09/21-10/31/22
R010867,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Aid,11/09/21-10/31/22
R010868,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Services Corporation,11/09/21-10/31/22
R010837,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Academy of Audiology,11/09/21-10/31/22
R010819,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Kaiser Permanente,11/08/21-10/31/22
R010836,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,ACLU of Maryland,11/09/21-10/31/22
R012323,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Rivers and Roads,09/22/22-10/31/22
R010370,"Bennett, Tyler ","Compass Government Relations Partners, LLC","20/20 GeneSystems, Inc.",11/01/21-10/31/22
R010459,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Alliance of Boys & Girls Clubs,11/01/21-10/31/22
R010441,"Bennett, Tyler ","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",11/01/21-10/31/22
R010372,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,11/01/21-10/31/22
R010446,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,11/01/21-10/31/22
R010440,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,11/01/21-10/31/22
R010425,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Enterprise RAC Company of Maryland LLC,11/01/21-10/31/22
R010432,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Gainwell Holding Corp.,11/01/21-10/31/22
R011507,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Operation Warm,01/19/22-10/31/22
R011943,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Unite USA, Inc.",05/02/22-10/31/22
R010443,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Printing and Graphics Association MidAtlantic,11/01/21-10/31/22
R010717,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",11/08/21-10/31/22
R010436,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, LLC.",11/01/21-10/31/22
R011818,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Anne Arundel Chamber of Commerce,03/04/22-10/31/22
R010434,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/01/21-10/31/22
R010448,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Workday,11/01/21-10/31/22
R010447,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/01/21-10/31/22
R010445,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Transit Wireless, LLC",11/01/21-10/31/22
R010442,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Preservation Maryland,11/01/21-10/31/22
R010437,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Vapor Alliance,11/01/21-10/31/22
R012002,"Bennett, Tyler ","Compass Government Relations Partners, LLC",HNTB Corporation,06/06/22-10/31/22
R010439,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Navitas Business Consulting,11/01/21-10/31/22
R011803,"Bennett, Tyler ","Compass Government Relations Partners, LLC",City of Hagerstown,03/01/22-10/31/22
R010449,"Bennett, Tyler ","Compass Government Relations Partners, LLC",CVS Health and All Affiliated Subsidiaries,11/01/21-10/31/22
R010376,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",11/01/21-10/31/22
R010433,"Bennett, Tyler ","Compass Government Relations Partners, LLC",In State Partners,11/01/21-10/31/22
R010708,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Girl Scouts of Central Maryland,11/08/21-10/31/22
R010438,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",11/01/21-10/31/22
R012138,"Bennett, Tyler ","Compass Government Relations Partners, LLC",National Alliance for the Mentally Ill Maryland (NAMI MD),08/22/22-10/31/22
R008605,"Benoit, Jill ","Holcim (US) Inc., Aggregate Industries Mgmt., Inc. and Firestone Bldg. Products (a/k/a LafargeHolcim USA)",Holcim Participations (US) Inc.,11/01/21-10/31/22
R011806,"Bereano, Bruce C",Office of Bruce C. Bereano,Chesapeake Real Estate Development,03/03/22-10/31/22
R011528,"Bereano, Bruce C",Office of Bruce C. Bereano,Associated Utility Contractors,01/24/22-10/31/22
R009157,"Bereano, Bruce C",Office of Bruce C. Bereano,TCC Software Solutions,11/01/21-10/31/22
R010980,"Bereano, Bruce C",Office of Bruce C. Bereano,Werrlein Properties,11/23/21-10/31/22
R011278,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington Gas,01/04/22-10/31/22
R010979,"Bereano, Bruce C",Office of Bruce C. Bereano,"SAS Institute, Inc.",11/23/21-10/31/22
R011028,"Bereano, Bruce C",Office of Bruce C. Bereano,Prince George's Licensed Beverage Stores Association,12/01/21-10/31/22
R009153,"Bereano, Bruce C",Office of Bruce C. Bereano,Pascal Crisis Stabilization Center,11/01/21-10/31/22
R009152,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts Locating Services, Inc.",11/01/21-10/31/22
R010751,"Bereano, Bruce C",Office of Bruce C. Bereano,Washington County Commissioners,11/09/21-10/31/22
R011791,"Bereano, Bruce C",Office of Bruce C. Bereano,"Westport Capital Development, LLC",02/28/22-10/31/22
R009160,"Bereano, Bruce C",Office of Bruce C. Bereano,"Wexford Health Sources, Inc.",11/01/21-10/31/22
R010981,"Bereano, Bruce C",Office of Bruce C. Bereano,Sunayu,11/23/21-04/30/22
R011508,"Bereano, Bruce C",Office of Bruce C. Bereano,"TIS Foundation, Inc. / Motir Services, Inc.",01/20/22-10/31/22
R009007,"Bereano, Bruce C",Office of Bruce C. Bereano,Alliance for Construction Excellence,11/01/21-10/31/22
R009029,"Bereano, Bruce C",Office of Bruce C. Bereano,ITINERA Infrastructure & Concessions,11/01/21-10/31/22
R009011,"Bereano, Bruce C",Office of Bruce C. Bereano,5400 Holiday Drive LLC,11/01/21-10/31/22
R009154,"Bereano, Bruce C",Office of Bruce C. Bereano,Queen Anne's County,11/01/21-10/31/22
R009027,"Bereano, Bruce C",Office of Bruce C. Bereano,HALMAR International,11/01/21-10/31/22
R009012,"Bereano, Bruce C",Office of Bruce C. Bereano,"Amuse-o-matic, Inc.",11/01/21-10/31/22
R009023,"Bereano, Bruce C",Office of Bruce C. Bereano,"Expedia, Inc.",11/01/21-10/31/22
R011089,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Association of Tobacco and Candy Distributors,12/07/21-10/31/22
R011226,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Wholesale Medical Cannabis Trade Association,12/22/21-10/31/22
R009025,"Bereano, Bruce C",Office of Bruce C. Bereano,Nicole Gasper,11/01/21-10/31/22
R010753,"Bereano, Bruce C",Office of Bruce C. Bereano,"Hapa, Inc.",11/09/21-10/31/22
R010984,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Underground Facilities Damage Prevention Authority,11/23/21-10/31/22
R009014,"Bereano, Bruce C",Office of Bruce C. Bereano,Blind Industries & Services of Maryland,11/01/21-10/31/22
R009156,"Bereano, Bruce C",Office of Bruce C. Bereano,"Sagitec Solutions, LLC",11/01/21-10/31/22
R009031,"Bereano, Bruce C",Office of Bruce C. Bereano,LKQ Corporation,11/01/21-10/31/22
R009016,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Fire Rescue Local 1742,11/01/21-10/31/22
R010579,"Bereano, Bruce C",Office of Bruce C. Bereano,"Choice Hotels International, Inc.",11/05/21-10/31/22
R009151,"Bereano, Bruce C",Office of Bruce C. Bereano,"One Call Concepts, Inc.",11/01/21-10/31/22
R010983,"Bereano, Bruce C",Office of Bruce C. Bereano,Town of Ocean City,11/23/21-10/31/22
R009149,"Bereano, Bruce C",Office of Bruce C. Bereano,"Medical Management and Rehabilitation Services, Inc.",11/01/21-10/31/22
R009021,"Bereano, Bruce C",Office of Bruce C. Bereano,"Digital Management, LLC",11/01/21-10/31/22
R011933,"Bereano, Bruce C",Office of Bruce C. Bereano,Akata Global,04/25/22-10/31/22
R009013,"Bereano, Bruce C",Office of Bruce C. Bereano,ANGARAI,11/01/21-10/31/22
R009028,"Bereano, Bruce C",Office of Bruce C. Bereano,Greater Baltimore Urban League,11/01/21-10/31/22
R009155,"Bereano, Bruce C",Office of Bruce C. Bereano,Reginald F. Lewis Museum of Maryland African American History & Culture,11/01/21-10/31/22
R009022,"Bereano, Bruce C",Office of Bruce C. Bereano,Enovational Corporation,11/01/21-04/30/22
R010752,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Self-Storage Association,11/09/21-10/31/22
R011100,"Bereano, Bruce C",Office of Bruce C. Bereano,"Benedictine School Foundation, The",12/15/21-10/31/22
R009146,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Rangers Association,11/01/21-10/31/22
R009018,"Bereano, Bruce C",Office of Bruce C. Bereano,"BWI Taxi Management, Inc.",11/01/21-10/31/22
R010985,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Society of Eye Physicians & Surgeons,11/23/21-10/31/22
R009015,"Bereano, Bruce C",Office of Bruce C. Bereano,BWI Airport Professional Firefighters,11/01/21-10/31/22
R011634,"Bereano, Bruce C",Office of Bruce C. Bereano,"Douglas Legum Development, Inc.",02/07/22-10/31/22
R009161,"Bereano, Bruce C",Office of Bruce C. Bereano,WIN Family Services,11/01/21-10/31/22
R009159,"Bereano, Bruce C",Office of Bruce C. Bereano,"Vendomatic, Inc.",11/01/21-10/31/22
R011957,"Bereano, Bruce C",Office of Bruce C. Bereano,"eMed Labs, LLC",05/12/22-10/31/22
R011730,"Bereano, Bruce C",Office of Bruce C. Bereano,"SmileDirectClub, LLC",02/18/22-10/31/22
R009150,"Bereano, Bruce C",Office of Bruce C. Bereano,"Mythics, Inc.",11/01/21-10/31/22
R009030,"Bereano, Bruce C",Office of Bruce C. Bereano,Kingdom Global Community Development Corporation,11/01/21-10/31/22
R009020,"Bereano, Bruce C",Office of Bruce C. Bereano,"David S. Brown Enterprises, Ltd.",11/01/21-10/31/22
R009148,"Bereano, Bruce C",Office of Bruce C. Bereano,Medical Mutual Liability Insurance Society of Maryland,11/01/21-10/31/22
R009024,"Bereano, Bruce C",Office of Bruce C. Bereano,Foundation Development Group,11/01/21-10/31/22
R010986,"Bereano, Bruce C",Office of Bruce C. Bereano,Anne Arundel County Fair,11/23/21-10/31/22
R011468,"Bereano, Bruce C",Office of Bruce C. Bereano,"Licensed Beverage Distributors of Maryland, Inc.",01/17/22-10/31/22
R010982,"Bereano, Bruce C",Office of Bruce C. Bereano,"Parsons Transportation Group, Inc.",11/23/21-10/31/22
R011725,"Bereano, Bruce C",Office of Bruce C. Bereano,New Heights Industrial Park,02/17/22-04/30/22
R009032,"Bereano, Bruce C",Office of Bruce C. Bereano,"Martins Caterers, Inc.",11/01/21-10/31/22
R011243,"Bereano, Bruce C",Office of Bruce C. Bereano,"Great Foods, LLC",01/01/22-10/31/22
R009147,"Bereano, Bruce C",Office of Bruce C. Bereano,Maryland Same Day Messenger Courier Association,11/01/21-10/31/22
R009026,"Bereano, Bruce C",Office of Bruce C. Bereano,Global Consulting Services,11/01/21-10/31/22
R010754,"Bereano, Bruce C",Office of Bruce C. Bereano,"Porter Parking Solutions, Inc.",11/09/21-10/31/22
R011721,"Bereano, Bruce C",Office of Bruce C. Bereano,Bright Union World LLC,02/17/22-10/31/22
R011867,"Bereano, Bruce C",Office of Bruce C. Bereano,TransCore,03/16/22-10/31/22
R010755,"Bereano, Bruce C",Office of Bruce C. Bereano,"D.H. Porter Enterprises, LLC",11/09/21-10/31/22
R011078,"Bergsman, Neil ",Maryland Nonprofits,Maryland Nonprofits,12/03/21-10/31/22
R010900,"Bevan-Dangel, Jennifer ",The Humane Society of the United States,Humane Society of the United States,11/01/21-10/31/22
R011445,"Binetti, Rick ","Binetti Government Affairs, Inc.","Irvine Natural Science Center, Inc.",02/02/22-10/31/22
R011828,"Binninger, Declan ","Ghost Management Group, LLC (dba Weedmaps)","Ghost Management Group, LLC (dba Weedmaps)",03/29/22-08/04/22
R011584,"Bishop, Tabb J","Gerard E. Evans, Ltd.",Verizon Communications,11/01/21-10/31/22
R011581,"Bishop, Tabb J","Gerard E. Evans, Ltd.","Northeast Maglev, LLC, The",11/01/21-10/31/22
R008616,"Black, Allyson ",Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,11/01/21-10/31/22
R009515,"Blackwell, Michele ","Uber Technologies, Inc.","Uber Technologies, Inc.",11/01/21-10/31/22
R009300,"Blaylock, Frazier ",Covanta Energy LLC,Covanta Energy LLC,11/01/21-10/31/22
R009394,"Bogdan, Henry W",Maryland Nonprofits,Maryland Nonprofits,11/01/21-10/31/22
R009563,"Bogley-Knickman, Laura Catherine",Maryland Right to Life ,"Maryland Right to Life, Inc.",11/01/21-10/31/22
R009766,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Lexington Law (John C. Heath, Attorney at LLC dba Lexington Law Firm)",11/01/21-10/31/22
R009743,"Bohle, Matt ",Rifkin Weiner Livingston LLC,Google LLC and its Affiliates,11/01/21-10/31/22
R009782,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",11/01/21-10/31/22
R009784,"Bohle, Matt ",Rifkin Weiner Livingston LLC,SCI Management,11/01/21-10/31/22
R009789,"Bohle, Matt ",Rifkin Weiner Livingston LLC,TC Energy,11/01/21-10/31/22
R009680,"Bohle, Matt ",Rifkin Weiner Livingston LLC,"Canton Group, The",11/01/21-10/31/22
